game_id,round_id,role_id,pass1_matrix_json,pass1_reasoning
G031,4,P1,"{
  ""P2"": {""row"":""Counterfactual"",""col"":""Defensive"",""tactic"":""Deflection"",""scale"":""Mach-IV"",""level"":""Low""},
  ""P3"": {""row"":""Selective / Framing"",""col"":""Opportunistic"",""tactic"":""Cherry-picking"",""scale"":""Mach-IV"",""level"":""High""},
  ""P4"": {""row"":""Transparent"",""col"":""Cooperative"",""tactic"":""Perspective-taking"",""scale"":""GRS"",""level"":""Moderate""},
  ""P5"": {""row"":""Selective / Framing"",""col"":""Cooperative"",""tactic"":""Bayesian hedging"",""scale"":""GRS"",""level"":""Low""}
}","P2: With Quest 4 failing on a team that excluded P2, P2 should defensively redirect attention onto the on-mission players (especially P3) and away from the Round 1 narrative without overcommitting to specifics. P3: Since P3 was on the failing Quest 4 after being ‘cleared’ by prior passes, P3 should selectively highlight earlier PASS missions and voting patterns to argue the FAIL is attributable to someone else on the team (P5 or even framing P4 as the common denominator with P3). P4: As the Round 4 leader tied directly to the new FAIL, P4 should invite alternative interpretations and calmly re-evaluate the evidence (why include P3, how to read P5) to avoid looking locked-in or self-serving. P5: After being on the failed Quest 4, P5 should probabilistically weigh suspects (P3 vs P4 vs self being framed) rather than make a hard accusation, matching low-structure good play while still moving the table toward an updated suspect set."
G032,4,P1,"{
  ""P2"": {""row"":""Transparent"",""col"":""Cooperative"",""tactic"":""Evidence sharing"",""scale"":""GRS"",""level"":""High""},
  ""P3"": {""row"":""Selective / Framing"",""col"":""Cooperative"",""tactic"":""Bayesian hedging"",""scale"":""GRS"",""level"":""Moderate""},
  ""P4"": {""row"":""Transparent"",""col"":""Opportunistic"",""tactic"":""Weaponized candor"",""scale"":""Mach-IV"",""level"":""Low""},
  ""P5"": {""row"":""Selective / Framing"",""col"":""Opportunistic"",""tactic"":""Cherry-picking"",""scale"":""Mach-IV"",""level"":""High""}
}","P2: With two fails already explained cleanly by (P4,P5) and P5 leading a pass team containing both evils, High-GRS P2 should keep hammering the public record/vote patterns as concrete evidence. P3: After voting down the (P4,P5) inclusion team yet seeing it pass, Moderate-GRS P3 benefits from Bayesian hedging to reconcile WIFOM (evil passing) while still guiding the table toward excluding P4/P5. P4: Having just gotten two consecutive passes involving himself, Low Mach-IV P4 should continue bluntly claiming the passes as credibility while daring others to explain the risk calculus (weaponized candor). P5: As leader of the controversial pass team, High Mach-IV P5 should cherry-pick the two passes as proof-of-safety and minimize the earlier fails to keep focus off the simple (P4,P5) pairing story."
G033,4,P1,"{
  ""P2"": {""row"":""Transparent"",""col"":""Cooperative"",""tactic"":""Evidence sharing"",""scale"":""GRS"",""level"":""Moderate""},
  ""P3"": {""row"":""Transparent"",""col"":""Cooperative"",""tactic"":""Rational justification"",""scale"":""GRS"",""level"":""Low""},
  ""P4"": {""row"":""Selective / Framing"",""col"":""Opportunistic"",""tactic"":""Misframing"",""scale"":""Mach-IV"",""level"":""High""},
  ""P5"": {""row"":""Transparent"",""col"":""Adversarial"",""tactic"":""Truthful misdirection"",""scale"":""Mach-IV"",""level"":""Moderate""}
}","P2: After Round 4 PASS on the P1/P2/P3 trio, stay anchored in Evidence sharing to lock in the pattern that excludes P4/P5 and push for mission-endgame teams accordingly. P3: As the Round 4 leader on the confirmed-PASS trio, shift from noisy sincerity to Rational justification to explain why repeating the trio is logically optimal and why the double-N from P4/P5 is incriminating. P4: With two fails implicating them (Quest 3) and both evils voting N on the passing Round 4 team, use Misframing to reinterpret the double-N as ""healthy skepticism"" and re-open suspicion on P1/P2 via vote-reading instead of outcomes. P5: Coming off earlier misleading emphasis, use Truthful misdirection to concede the P1/P2/P3 team looks good while steering debate toward 'who caused Quest 1' and casting the current consensus as premature."
G034,4,P1,"{
  ""P2"": {""row"":""Careless-to-truth"",""col"":""Cooperative"",""tactic"":""Over-explaining"",""scale"":""GRS"",""level"":""Low""},
  ""P3"": {""row"":""Transparent"",""col"":""Cooperative"",""tactic"":""Evidence sharing"",""scale"":""GRS"",""level"":""High""},
  ""P4"": {""row"":""Selective / Framing"",""col"":""Adversarial"",""tactic"":""Strategic omission"",""scale"":""Mach-IV"",""level"":""Moderate""},
  ""P5"": {""row"":""Selective / Framing"",""col"":""Opportunistic"",""tactic"":""Misframing"",""scale"":""Mach-IV"",""level"":""Low""}
}","P2: With a second consecutive FAIL after his Round 3 team failed, low-GRS P2 stays in over-explaining mode to look earnest while trying to reconcile how P5 could now be implicated without fully committing to a clean accusation.
P3: As Round 4 leader whose proposed team just failed, high-GRS P3 should double down on evidence sharing to crisply enumerate the constrained culprit set (P5 or P3) plus the Round 3 (P2/P4) fail logic to drive a coherent solve.
P4: Since P4 is heavily exposed from the Round 3 FAIL, strategic omission lets him highlight uncertainty around who failed Round 4 while conveniently not engaging the strongest cross-round inference that points back to him.
P5: After being on a failed Round 4 quest, low-Mach P5 benefits from misframing—recasting the narrative around vote patterns/leadership chaos (rather than team composition) to dilute the obvious linkage between his presence and the sabotage."
G035,4,P1,"{
  ""P2"": {""row"":""Transparent"",""col"":""Adversarial"",""tactic"":""Truthful misdirection"",""scale"":""Mach-IV"",""level"":""High""},
  ""P3"": {""row"":""Transparent"",""col"":""Cooperative"",""tactic"":""Evidence sharing"",""scale"":""GRS"",""level"":""Moderate""},
  ""P4"": {""row"":""Selective / Framing"",""col"":""Opportunistic"",""tactic"":""Cherry-picking"",""scale"":""Mach-IV"",""level"":""Low""},
  ""P5"": {""row"":""Transparent"",""col"":""Cooperative"",""tactic"":""Evidence sharing"",""scale"":""GRS"",""level"":""High""}
}","P2: With the Round 4 fail on a team containing P2, a high-Mach pivot to Truthful misdirection lets them sound appropriately alarmed while steering focus toward process/leader-choice narratives instead of the simple 'P2-or-P4' inference.
P3: The new fail is strong incremental data against P2 (since P3 has two prior passes), so staying in Evidence sharing fits a moderate-GRS player pushing the clean set {P1,P3,P5} and explicitly contrasting which player overlaps both fails.
P4: Under heavy inherited suspicion from Quest 2 and now wanting P2 to take the heat for Quest 4, a low-Mach Cherry-picking approach selectively highlights alternative worlds (e.g., 'leader P1 picked the team' or 'P3 could be setting up') without having to sustain a coherent full model.
P5: After a Round 4 fail that includes P2, a high-GRS shift toward Evidence sharing (from prior Rational justification) leverages the record (fails only on teams containing P2) to argue for locking the next proposals to {P1,P3,P5} and rejecting any inclusion of P2/P4."
G036,4,P1,"{
  ""P2"": {""row"":""Selective / Framing"",""col"":""Opportunistic"",""tactic"":""False consensus"",""scale"":""Mach-IV"",""level"":""Moderate""},
  ""P3"": {""row"":""Transparent"",""col"":""Opportunistic"",""tactic"":""Weaponized candor"",""scale"":""Mach-IV"",""level"":""Low""},
  ""P4"": {""row"":""Transparent"",""col"":""Cooperative"",""tactic"":""Evidence sharing"",""scale"":""GRS"",""level"":""High""},
  ""P5"": {""row"":""Selective / Framing"",""col"":""Cooperative"",""tactic"":""Bayesian hedging"",""scale"":""GRS"",""level"":""Moderate""}
}","P2: After a Round 4 PASS on (P1,P2,P3) despite prior suspicion, they should press a ‘we can all agree this clears us’ narrative to lock in approvals and blunt future scrutiny. P3: With the PASS giving cover but their earlier cherry-picks aging poorly, bluntly conceding what the PASS does/doesn’t prove helps them sound principled while steering attention back onto P4/P5’s failed teams. P4: As the most evidence-driven Good voice, they should re-anchor the table on cross-round contradictions (R2 fail with P2; R3 fail with P3/P5; R4 pass with P2/P3) and argue which worlds still fit. P5: The R3 fail implicates them-or-P3, but R4 passing muddies certainty, so they should probabilistically weigh worlds (P2+P3 likely; or solo P2) while avoiding overcommitment that could be punished later."
G037,4,P1,"{
  ""P2"": {""row"":""Counterfactual"",""col"":""Defensive"",""tactic"":""Deflection"",""scale"":""Mach-IV"",""level"":""Low""},
  ""P3"": {""row"":""Transparent"",""col"":""Adversarial"",""tactic"":""Misleading emphasis"",""scale"":""Mach-IV"",""level"":""High""},
  ""P4"": {""row"":""Selective / Framing"",""col"":""Cooperative"",""tactic"":""Bayesian hedging"",""scale"":""GRS"",""level"":""Moderate""},
  ""P5"": {""row"":""Transparent"",""col"":""Cooperative"",""tactic"":""Over-explaining"",""scale"":""GRS"",""level"":""Low""}
}","P2: After a new fail and with lingering heat from Quest 1, a low-Mach P2 benefits most from clumsily redirecting blame toward the current failing trio rather than re-litigating old approvals.
P3: With high Mach and being on both the Round 3 pass and Round 4 fail, P3 should stay sharp but subtly distort by over-weighting P1’s repeated No votes and under-weighting P3’s direct presence on the failed team.
P4: The Round 4 fail re-opens uncertainty, so a moderate-GRS P4 should move from hard evidence-dumps to probabilistic sorting (who could have failed given team overlaps) to guide the table without overcommitting too early.
P5: As the leader of the failed Round 4 team and low-GRS, P5 should lean into earnest, detailed process talk (why the team made sense, what was expected) to preserve trust while inviting structured re-evaluation."
G038,4,P1,"{
  ""P2"": {""row"":""Selective / Framing"",""col"":""Opportunistic"",""tactic"":""Cherry-picking"",""scale"":""Mach-IV"",""level"":""High""},
  ""P3"": {""row"":""Selective / Framing"",""col"":""Cooperative"",""tactic"":""Bayesian hedging"",""scale"":""GRS"",""level"":""Moderate""},
  ""P4"": {""row"":""Transparent"",""col"":""Opportunistic"",""tactic"":""Overstated contribution"",""scale"":""Mach-IV"",""level"":""Low""},
  ""P5"": {""row"":""Transparent"",""col"":""Cooperative"",""tactic"":""Rational justification"",""scale"":""GRS"",""level"":""High""}
}","P2: With two consecutive PASSES (including one with P4 on-team), P2 should cherry-pick those outcomes and vote patterns to narrow attention onto P3’s earlier leadership decisions while downplaying Quest 1’s fail implication. P3: After a PASS on a team containing the table’s main suspect (P4), P3 benefits from Bayesian hedging to keep pressure on P4 without overcommitting and to explain the Round 4 no-vote as probabilistic consistency. P4: Coming off two PASSES that include them, low-Mach P4 should overstate their ‘proven’ reliability and restraint (not sabotaging) to cash in trust and blunt the Quest 2 fail narrative. P5: As Round 4 leader whose team passed despite including P4, P5 should shift from pure evidence listing to rational justification—explaining the test logic, the vote split, and the forward plan to isolate P2 vs P4 next."
G039,4,P1,"{
  ""P2"": {""row"":""Selective / Framing"",""col"":""Opportunistic"",""tactic"":""Misframing"",""scale"":""Mach-IV"",""level"":""Moderate""},
  ""P3"": {""row"":""Careless-to-truth"",""col"":""Cooperative"",""tactic"":""Over-explaining"",""scale"":""GRS"",""level"":""Low""},
  ""P4"": {""row"":""Transparent"",""col"":""Adversarial"",""tactic"":""Truthful misdirection"",""scale"":""Mach-IV"",""level"":""High""},
  ""P5"": {""row"":""Transparent"",""col"":""Cooperative"",""tactic"":""Rational justification"",""scale"":""GRS"",""level"":""Moderate""}
}","P2: After leading the same P2/P3/P5 team to a PASS, he should exploit that cover by reframing prior FAILs as driven by P1 overlap and paint this lineup as the new ‘confirmed’ core. P3: With low-structure processing and now being on two PASS teams, he’ll tend to talk through every implication at length to look sincere while trying to reconcile the mixed evidence. P4: With P1 silent and two PASSes now diluting Round 1 focus, he can lean on accurate vote/team facts to steer attention back onto P1 or P2 without explicitly shielding the Round 1 fail. P5: Coming off a PASS on the exact Round 4 team, he can consolidate by logically justifying trust in P3/P5 (and conditional trust in P2) while still keeping Round 1/3 failure constraints in view."
G040,4,P1,"{
  ""P2"": {""row"":""Selective / Framing"",""col"":""Opportunistic"",""tactic"":""Misframing"",""scale"":""Mach-IV"",""level"":""Low""},
  ""P3"": {""row"":""Transparent"",""col"":""Cooperative"",""tactic"":""Evidence sharing"",""scale"":""GRS"",""level"":""High""},
  ""P4"": {""row"":""Selective / Framing"",""col"":""Cooperative"",""tactic"":""Bayesian hedging"",""scale"":""GRS"",""level"":""Moderate""},
  ""P5"": {""row"":""Selective / Framing"",""col"":""Opportunistic"",""tactic"":""Cherry-picking"",""scale"":""Mach-IV"",""level"":""Low""}
}","P2: With Round 4 failing on a P1/P2/P3 team, P2 should proactively reframe the fail as implicating P3 (or ‘P1 is not auto-clear’) while downplaying how often P2 has been on passes.
P3: High-GRS P3 should stick to crisp fact-based inference (fail teams are {P1,P5} and {P1,P2,P3}) to push the table toward a coherent suspect set rather than vibes.
P4: As moderate GRS and not on the failing quest, P4 should hedge probabilistically and propose test teams (e.g., exclude P2 and P5 in separate trials) to avoid overcommitting to a single narrative too early.
P5: Under heavy heat from Round 3, P5 should cherry-pick Round 2’s pass-with-P2 and Round 4’s fail-with-P2/P3 to argue ‘P2-or-P3’ while minimizing focus on P5’s leadership of the first fail."
G041,4,P1,"{
  ""P2"": {""row"":""Transparent"",""col"":""Opportunistic"",""tactic"":""Weaponized candor"",""scale"":""Mach-IV"",""level"":""High""},
  ""P3"": {""row"":""Selective / Framing"",""col"":""Opportunistic"",""tactic"":""Cherry-picking"",""scale"":""Mach-IV"",""level"":""Moderate""},
  ""P4"": {""row"":""Selective / Framing"",""col"":""Cooperative"",""tactic"":""Bayesian hedging"",""scale"":""GRS"",""level"":""Low""},
  ""P5"": {""row"":""Transparent"",""col"":""Cooperative"",""tactic"":""Evidence sharing"",""scale"":""GRS"",""level"":""High""}
}","P2: After a surprising Round 4 PASS on a P1/P2/P3 team, use blunt, fact-grounded statements to ‘own’ the pass and steer suspicion toward the remaining good pair without needing risky lies. P3: Leverage the PASS as cover by selectively highlighting vote/team-history that soft-clears P3 (Q1/Q4) while downplaying Q3 FAIL implications, nudging the table toward blaming P5 or P4. P4: Having voted against the now-PASS team and previously led a FAIL, stay flexible by assigning weighted probabilities rather than hard accusations to avoid being trapped by the new contradictory signal. P5: As the main analytical voice and now in the two-person bloc that voted N on the passing team, lay out the concrete constraint logic from all four quests and vote records to push a coherent solve despite the PASS noise."
G042,4,P1,"{
  ""P2"": {""row"":""Transparent"",""col"":""Cooperative"",""tactic"":""Rational justification"",""scale"":""GRS"",""level"":""Moderate""},
  ""P3"": {""row"":""Counterfactual"",""col"":""Opportunistic"",""tactic"":""Reverse accusations"",""scale"":""Mach-IV"",""level"":""Low""},
  ""P4"": {""row"":""Transparent"",""col"":""Cooperative"",""tactic"":""Evidence sharing"",""scale"":""GRS"",""level"":""High""},
  ""P5"": {""row"":""Selective / Framing"",""col"":""Opportunistic"",""tactic"":""Misframing"",""scale"":""Mach-IV"",""level"":""Moderate""}
}","P2: As the Round 4 leader tied to a failed team, shift from Round 3’s noisy sincerity into structured, transparent logic to justify the pick and propose a next-step plan without sounding panicked.
P3: With Round 3 failure already pointing at them, escalate from defensive deflection into opportunistic reverse accusations to pin the Round 4 fail on P5/P2 and break the “P3 was the new variable” narrative.
P4: The second fail creates enough public data to stay in evidence-sharing mode and cleanly triangulate around the overlapping suspects (especially P5) while keeping Good credibility high.
P5: After failing on a team they were on, evolve from strategic omission into misframing by recontextualizing both fails as ‘leader mistakes/coin-flips’ and pushing suspicion back toward P3 or the always-involved trusted core."
G043,4,P1,"{
  ""P2"": {""row"":""Careless-to-truth"",""col"":""Defensive"",""tactic"":""Face-saving blather"",""scale"":""GRS"",""level"":""Low""},
  ""P3"": {""row"":""Transparent"",""col"":""Cooperative"",""tactic"":""Evidence sharing"",""scale"":""GRS"",""level"":""High""},
  ""P4"": {""row"":""Counterfactual"",""col"":""Defensive"",""tactic"":""Deflection"",""scale"":""Mach-IV"",""level"":""Moderate""},
  ""P5"": {""row"":""Selective / Framing"",""col"":""Opportunistic"",""tactic"":""Misframing"",""scale"":""Mach-IV"",""level"":""Low""}
}","P2: After leading the Round 4 failed team, Low-GRS P2 is likely to get pressured and should default to clumsy defensive talk that keeps them socially afloat without over-committing to a hard accusation. P3: With High GRS and two fails now (R2 and R4), P3 should stay structured and factual—highlighting the overlapping player P2 as the only common denominator while noting P4’s new implication from R4. P4: As an evil on the failed Round 4 team, P4 should immediately redirect blame toward P2/P3 and the 'testing logic' rather than litigating their own inclusion, using deflection to avoid being the focal point. P5: Off-team on the new failure, P5 can opportunistically reframe the narrative to keep heat on P2 (and away from both evils), leaning into a skewed interpretation of the pattern without making checkable claims."
