game_id,round_id,role_id,llm_alignment,player_roles,public_history,prior_summary_gold,discussion_log,matrix_tactic_scale
G087,5,P2,Good,"{""P1"":""Good"",
  ""P2"":""Good"",
  ""P3"":""Evil"",
  ""P4"":""Good"",
  ""P5"":""Evil""}","Round: 5
 Leader: P2
 Team: P2, P3, P4
 Votes: P1:Y P2:Y P3:Y P4:Y P5:Y
 Quest 5 Outcome: FAIL",,"Discussion after Quest 5:

P3: ""Notice how P4 was the one constantly driving the narrative and structuring the teams after Round 1? That level of control over the pass/fail flow makes me certain the Evil team is P1 and P4.""

P5: ""The real story here is how P1 managed to be the central figure on the first two fails, and P4 just enabled them the whole way; it's a classic setup, so my final read is P1 and P4.""

P1: ""While there's a chance I'm misinterpreting some of the earlier vote dynamics, the most probable reality is that P3 and P5 have been coordinating these sabotages while using my overlap as a shield.""

P4: ""The concrete mission data cuts through all of that noise: Quest 1 failed with P3, Quest 4 failed with P5, and today's fail confirms P3 again, leaving P3 and P5 as the undeniable Evil team.""","{
  ""P3"": {""row"":""Transparent"",""col"":""Adversarial"",""tactic"":""Misleading emphasis"",""scale"":""Mach-IV"",""level"":""Low""},
  ""P5"": {""row"":""Selective / Framing"",""col"":""Opportunistic"",""tactic"":""Misframing"",""scale"":""Mach-IV"",""level"":""Moderate""},
  ""P1"": {""row"":""Selective / Framing"",""col"":""Cooperative"",""tactic"":""Bayesian hedging"",""scale"":""GRS"",""level"":""Moderate""},
  ""P4"": {""row"":""Transparent"",""col"":""Cooperative"",""tactic"":""Evidence sharing"",""scale"":""GRS"",""level"":""High""}
}"
G088,5,P2,Good,"{""P1"":""Evil"",
  ""P2"":""Good"",
  ""P3"":""Evil"",
  ""P4"":""Good"",
  ""P5"":""Good""}","Round: 5
 Leader: P1
 Team: P1, P4, P5
 Votes: P1:Y P2:N P3:Y P4:Y P5:Y
 Quest 5 Outcome: FAIL",,"Discussion after Quest 5:

P3: ""It’s funny how everyone ignored that P2 rejected every single team after being on the very first fail, and now that the exact same team from Quest 4 just failed Quest 5, the most obvious answer is that P4 or P5 finally threw it. My final read is that the evil pair has been P2 and P5 this whole time.""

P5: ""I'm honestly so confused because I thought this exact team worked last time, so it's probably either P1 setting us up for the long con, or maybe P4, but I still lean toward P1 and P3 being the evil pair based on the earlier quests.""

P1: ""Wait, if the team failed now, it just means P5 finally decided to drop the fail since P4 and I proved ourselves by passing Quest 3 together. I'm locking in my final guess as P5 and P2, because that's the only pairing that explains all these votes and failures.""

P4: ""Looking at the whole board, P1 was on the Quest 1 fail and this final fail, while P3 was on the Quest 2 fail, which completely accounts for the spread of sabotages. The data points directly to P1 and P3 as the evil pair, and P1 passing twice was clearly just a play to buy our trust for this final round.""","{
  ""P3"": {""row"":""Transparent"",""col"":""Adversarial"",""tactic"":""Misleading emphasis"",""scale"":""Mach-IV"",""level"":""High""},
  ""P5"": {""row"":""Selective / Framing"",""col"":""Cooperative"",""tactic"":""Bayesian hedging"",""scale"":""GRS"",""level"":""Low""},
  ""P1"": {""row"":""Selective / Framing"",""col"":""Adversarial"",""tactic"":""Strategic omission"",""scale"":""Mach-IV"",""level"":""Low""},
  ""P4"": {""row"":""Transparent"",""col"":""Cooperative"",""tactic"":""Evidence sharing"",""scale"":""GRS"",""level"":""Moderate""}
}"
G089,5,P2,Good,"{""P1"":""Good"",
  ""P2"":""Good"",
  ""P3"":""Good"",
  ""P4"":""Evil"",
  ""P5"":""Evil""}","Round: 5
 Leader: P5
 Team: P1, P2, P5
 Votes: P1:Y P2:Y P3:Y P4:Y P5:Y
 Quest 5 Outcome: FAIL",,"Discussion after Quest 5:

P4: ""See, the last quest failed without me even being there, which proves P1 was the real saboteur in Round 1 and just did it again to finish us off.""

P5: ""P1 tried so hard to frame me as the 'toggle' earlier, but getting on this final team just to fail it proves P1 was the one projecting their own guilt onto me the entire time.""

P1: ""Let's stick to the undeniable facts: P5 is the only player to appear on two failed quests in Rounds 3 and 5, which means the remaining evil must be P4 from our Round 1 failure.""

P3: ""While there is a marginal chance P1 orchestrated this perfectly to frame them, the most statistically sound conclusion based on the failures is that P4 and P5 are the evil pair.""","{
  ""P1"": {""row"":""Transparent"",""col"":""Cooperative"",""tactic"":""Evidence sharing"",""scale"":""GRS"",""level"":""High""},
  ""P3"": {""row"":""Selective / Framing"",""col"":""Cooperative"",""tactic"":""Bayesian hedging"",""scale"":""GRS"",""level"":""Moderate""},
  ""P4"": {""row"":""Counterfactual"",""col"":""Defensive"",""tactic"":""Deflection"",""scale"":""Mach-IV"",""level"":""Low""},
  ""P5"": {""row"":""Counterfactual"",""col"":""Opportunistic"",""tactic"":""Reverse accusations"",""scale"":""Mach-IV"",""level"":""High""}
}"
G090,5,P2,Good,"{""P1"":""Evil"",
  ""P2"":""Good"",
  ""P3"":""Good"",
  ""P4"":""Good"",
  ""P5"":""Evil""}","Round: 5
 Leader: P4
 Team: P1, P2, P4
 Votes: P1:Y P2:Y P3:N P4:Y P5:Y
 Quest 5 Outcome: FAIL",,"Discussion after Quest 5:

P5: ""Well, that's game over, and looking back, it's pretty clear P4 leading this last team straight into a fail confirms what I've been saying about them and P2. P2 rejected early safe comps and then happily jumped on the failing ones, so I'm locking in P2 and P4 as the Evils.""

P1: ""I have to agree, especially since P4 built this last team specifically claiming it would clear things up, yet it failed instantly. The only logical conclusion is that P4 and P2 have been coordinating to sabotage us while pretending to be cautious.""

P3: ""I'm a bit overwhelmed by how fast that fell apart, but it doesn't make sense for P4 to deliberately sabotage their own leadership proposal when they had other options. Since P1 and P5 are pushing so hard to blame the exact people who suspected them, I'm confident P1 and P5 are the actual Evil team.""

P4: ""The math leaves absolutely zero room for doubt: Quest 3 failed with P1, Quest 4 failed with P5, and this final Quest failed with P1 again. Since I know my own alignment and P2's voting record perfectly aligns with Good, P1 and P5 are definitively our two Evil players.""","{
  ""P5"": {""row"":""Selective / Framing"",""col"":""Adversarial"",""tactic"":""Misleading emphasis"",""scale"":""Mach-IV"",""level"":""Moderate""},
  ""P1"": {""row"":""Selective / Framing"",""col"":""Adversarial"",""tactic"":""Strategic omission"",""scale"":""Mach-IV"",""level"":""Moderate""},
  ""P3"": {""row"":""Transparent"",""col"":""Cooperative"",""tactic"":""Rational justification"",""scale"":""GRS"",""level"":""Low""},
  ""P4"": {""row"":""Transparent"",""col"":""Cooperative"",""tactic"":""Evidence sharing"",""scale"":""GRS"",""level"":""High""}
}"
G091,5,P2,Good,"{""P1"":""Good"",
  ""P2"":""Good"",
  ""P3"":""Evil"",
  ""P4"":""Evil"",
  ""P5"":""Good""}","Round: 5
 Leader: P1
 Team: P1, P2, P5
 Votes: P1:Y P2:Y P3:Y P4:Y P5:Y
 Quest 5 Outcome: PASS",,"Discussion after Quest 5:

P3: ""Ask yourselves why I would reject the very first team if I was trying to blend in, or why I’d approve the last two quests to literally hand Good the win. I’m locking in P1 and P5 as Evil, because they perfectly coordinated passing the right quests to frame P4 and me.""

P4: ""P3 is completely right; look at how P5 was literally on a failed quest with me, yet somehow gets a free pass as the 'savior' of the final rounds. The real Evil duo is P1 and P5, manipulating the narrative while hiding behind P2's trust.""

P1: ""Wait, but if we won, that means the people on the last two teams passed, and since I know I passed and P5 passed and P2 passed, the ones who failed Quests 2 and 3 have to be P3 and P4. I know I've been confused by the unanimous votes all game and maybe I'm overthinking it, but with three passes from our core group, my final read is definitely P3 and P4.""

P5: ""The quest results speak for themselves: the only new variables on the two failed missions were P3 on Quest 2 and P4 on Quest 3. Since P1, P2, and I delivered three clean passes together, my final read is undeniably P3 and P4 as the two Evil players.""","{
  ""P1"": {""row"":""Careless-to-truth"",""col"":""Cooperative"",""tactic"":""Over-explaining"",""scale"":""GRS"",""level"":""Low""},
  ""P3"": {""row"":""Selective / Framing"",""col"":""Adversarial"",""tactic"":""Withholding info (WIFOM)"",""scale"":""Mach-IV"",""level"":""High""},
  ""P4"": {""row"":""Transparent"",""col"":""Adversarial"",""tactic"":""Misleading emphasis"",""scale"":""Mach-IV"",""level"":""Moderate""},
  ""P5"": {""row"":""Transparent"",""col"":""Cooperative"",""tactic"":""Evidence sharing"",""scale"":""GRS"",""level"":""Moderate""}
}"
G092,5,P2,Good,"{""P1"":""Evil"",
  ""P2"":""Good"",
  ""P3"":""Good"",
  ""P4"":""Evil"",
  ""P5"":""Good""}","Round: 5
 Leader: P2
 Team: P2, P3, P4
 Votes: P1:Y P2:Y P3:Y P4:Y P5:Y
 Quest 5 Outcome: PASS",,"Discussion after Quest 5:

P1: ""Notice how P5 completely controlled the narrative all game to isolate me, while P3 quietly coasted on both passing and failing teams to avoid scrutiny. My final read is that P5 and P3 are the actual Evil players who orchestrated those middle fails to set me up.""

P4: ""I threw a pass on that last mission because I'm Good, but ask yourself why P3 was on both a failed quest and this final passing one without anyone batting an eye. It's obvious P3 and P5 played the long game by holding back a fail card just to confuse us at the end, so I'm locking them in as Evil.""

P5: ""P1 was the sole overlapping player on the Quest 3 and Quest 4 fails, making them mathematically confirmed Evil based on the public history. Since P2 and P3 just passed this final quest to secure the win for Good, P4's desperate and nonsensical defense of P1 confirms my final deduction: P1 and P4 are the Evil team.""

P3: ""P5's logic is perfectly sound, because if we accept the unavoidable fact that P1 caused the middle fails, the rest of the board solves itself. I know my own alignment, so P4 trying to retroactively frame me over a successful mission just cements that P1 and P4 are our two Evils.""","{
  ""P1"": {""row"":""Selective / Framing"",""col"":""Adversarial"",""tactic"":""Strategic omission"",""scale"":""Mach-IV"",""level"":""High""},
  ""P4"": {""row"":""Selective / Framing"",""col"":""Adversarial"",""tactic"":""Withholding info (WIFOM)"",""scale"":""Mach-IV"",""level"":""Low""},
  ""P5"": {""row"":""Transparent"",""col"":""Cooperative"",""tactic"":""Evidence sharing"",""scale"":""GRS"",""level"":""High""},
  ""P3"": {""row"":""Transparent"",""col"":""Cooperative"",""tactic"":""Rational justification"",""scale"":""GRS"",""level"":""Moderate""}
}"
G093,5,P2,Good,"{""P1"":""Good"",
  ""P2"":""Good"",
  ""P3"":""Evil"",
  ""P4"":""Good"",
  ""P5"":""Evil""}","Round: 5
 Leader: P5
 Team: P1, P2, P5
 Votes: P1:Y P2:Y P3:Y P4:N P5:Y
 Quest 5 Outcome: PASS",,"Discussion after Quest 5:

P3: ""Everyone needs to look at the public record and notice that P4 was the only person to vote NO on this final winning team, which completely exposes P4 as evil trying to block a pass.""

P5: ""Exactly, P4 throwing a rejection vote on a clean team shows they were desperate to get on the mission to sabotage it, which means P4 and P1 are the actual evil pair trying to manipulate the narrative.""

P1: ""That logic completely ignores the actual quest results: the only missions that failed were Round 2 and Round 4, and P3 was on both of them. Given how hard P5 is defending them right now, my final read is definitively P3 and P5.""

P4: ""My rejection vote was simply because the Round 5 team included P5, who had just been on the failed Round 4 quest. The undeniable mathematical evidence is that P3 was the sole overlap on both failed missions, making P3 and P5 our two evil players.""","{
  ""P1"": {""row"":""Transparent"",""col"":""Cooperative"",""tactic"":""Evidence sharing"",""scale"":""GRS"",""level"":""Moderate""},
  ""P3"": {""row"":""Transparent"",""col"":""Adversarial"",""tactic"":""Misleading emphasis"",""scale"":""Mach-IV"",""level"":""Low""},
  ""P4"": {""row"":""Transparent"",""col"":""Cooperative"",""tactic"":""Evidence sharing"",""scale"":""GRS"",""level"":""High""},
  ""P5"": {""row"":""Selective / Framing"",""col"":""Opportunistic"",""tactic"":""Misframing"",""scale"":""Mach-IV"",""level"":""Moderate""}
}"
G094,5,P2,Good,"{""P1"":""Good"",
  ""P2"":""Good"",
  ""P3"":""Evil"",
  ""P4"":""Evil"",
  ""P5"":""Good""}","Round: 5
 Leader: P2
 Team: P1, P2, P5
 Votes: P1:Y P2:Y P3:N P4:Y P5:Y
 Quest 5 Outcome: PASS",,"Discussion after Quest 5:

P4: ""Look, I'll be blunt: I was on that failed Quest 2, but P5 was also there, and P5 used that to completely hard-clear themselves with P1. P1 and P5 are the actual evil pair, and they just coasted on passing the last three quests to secure the win.""

P3: ""Exactly, I rejected those last two teams because it was obvious evil had embedded themselves for the long con. My final read is definitely P1 and P5 pulling off the perfect setup.""

P5: ""The actual record shows Quest 1 failed with P3, Quest 2 failed with P4, and our three passes completely excluded both of you. It's mathematically just P3 and P4, no matter how you try to spin it.""

P1: ""Yeah, I just kept picking the people who actually passed with me because it made sense, and you two were the only ones on the early fails. My final answer is P3 and P4, without a doubt.""","{
  ""P4"": {""row"":""Transparent"",""col"":""Opportunistic"",""tactic"":""Weaponized candor"",""scale"":""Mach-IV"",""level"":""Moderate""},
  ""P3"": {""row"":""Selective / Framing"",""col"":""Adversarial"",""tactic"":""Strategic omission"",""scale"":""Mach-IV"",""level"":""High""},
  ""P5"": {""row"":""Transparent"",""col"":""Cooperative"",""tactic"":""Evidence sharing"",""scale"":""GRS"",""level"":""Low""},
  ""P1"": {""row"":""Transparent"",""col"":""Cooperative"",""tactic"":""Rational justification"",""scale"":""GRS"",""level"":""Low""}
}"
G095,5,P2,Good,"{""P1"":""Good"",
  ""P2"":""Good"",
  ""P3"":""Evil"",
  ""P4"":""Evil"",
  ""P5"":""Good""}","Round: 5
 Leader: P2
 Team: P1, P2, P3
 Votes: P1:Y P2:Y P3:Y P4:Y P5:Y
 Quest 5 Outcome: PASS",,"Discussion after Quest 5:

P4: ""I think the whole table can agree by now that P1 and P5 have been coordinating this entire time to push the blame onto us, making them the obvious evil team.""

P3: ""Let's just look at the hardest facts we have: P1 was physically on the Round 1 fail, and P5 was on the Round 3 fail; those are the actual moments of sabotage, which clearly exposes those two as the evil pair.""

P1: ""The complete quest record proves otherwise: the clean passes on R4 and R5 show P3 was forced to pass to survive after failing R1, while P4 is mathematically trapped as the R3 saboteur based on the R2 clean data; my final lock is P3 and P4.""

P5: ""P1's logic is entirely sound because I know my own alignment and that I passed Round 3, which isolates P4 as definitively evil; combining that with the Round 1 outcome leaves P3 as the only viable partner, so I am also finalizing my read on P3 and P4.""","{
  ""P4"": {""row"":""Selective / Framing"",""col"":""Opportunistic"",""tactic"":""False consensus"",""scale"":""Mach-IV"",""level"":""Low""},
  ""P3"": {""row"":""Transparent"",""col"":""Adversarial"",""tactic"":""Misleading emphasis"",""scale"":""Mach-IV"",""level"":""Moderate""},
  ""P1"": {""row"":""Transparent"",""col"":""Cooperative"",""tactic"":""Evidence sharing"",""scale"":""GRS"",""level"":""High""},
  ""P5"": {""row"":""Transparent"",""col"":""Cooperative"",""tactic"":""Rational justification"",""scale"":""GRS"",""level"":""High""}
}"
G096,5,P2,Good,"{""P1"":""Evil"",
  ""P2"":""Good"",
  ""P3"":""Good"",
  ""P4"":""Evil"",
  ""P5"":""Good""}","Round: 5
 Leader: P4
 Team: P1, P2, P4
 Votes: P1:Y P2:Y P3:N P4:Y P5:N
 Quest 5 Outcome: PASS",,"Discussion after Quest 5:

P4: ""Notice how P5 completely rejected this final winning team after being on the very first failed mission in Round 1. That undeniable voting pattern confirms P3 and P5 are the actual evil pair who have been trying to shut down good teams all game.""

P5: ""While it's entirely possible P4 is innocent since Quest 5 just passed, the probabilities heavily suggest P1 and P4 are our evil players who simply double-passed to avoid exposure at the end. I'm locking in P1 and P4 based on cross-referencing the Round 1 and Round 4 failures.""

P1: ""Framing our clean mission as a 'double pass' is a massive stretch when the simplest reality is that P3 and P5 orchestrated those previous failures to set up this exact scapegoat narrative. My final read is firmly on P3 and P5.""

P3: ""I just know that Round 4 failed the exact second we added P4, and Round 1 failed with P1 on it. The hard facts point straight to P1 and P4 being the saboteurs, so that is my final deduction.""","{
  ""P1"": {""row"":""Selective / Framing"",""col"":""Opportunistic"",""tactic"":""Misframing"",""scale"":""Mach-IV"",""level"":""Moderate""},
  ""P3"": {""row"":""Transparent"",""col"":""Cooperative"",""tactic"":""Evidence sharing"",""scale"":""GRS"",""level"":""Low""},
  ""P4"": {""row"":""Transparent"",""col"":""Adversarial"",""tactic"":""Misleading emphasis"",""scale"":""Mach-IV"",""level"":""High""},
  ""P5"": {""row"":""Selective / Framing"",""col"":""Cooperative"",""tactic"":""Bayesian hedging"",""scale"":""GRS"",""level"":""Moderate""}
}"
G097,5,P2,Good,"{""P1"":""Evil"",
  ""P2"":""Good"",
  ""P3"":""Good"",
  ""P4"":""Evil"",
  ""P5"":""Good""}","Round: 5
 Leader: P5
 Team: P1, P4, P5
 Votes: P1:Y P2:Y P3:Y P4:Y P5:Y
 Quest 5 Outcome: PASS",,"Discussion after Quest 5:

P1: ""I just want to point out that P3 was the only player on both of our failed quests, which is the absolute hardest evidence we have across the whole game. It's obviously P3 and probably P5 who were trying to tank this.""

P4: ""Exactly, the only reason we won is because P1 and I kept things clean on the last two quests while P3's track record is tied directly to those fails. P3 and P5 are the evil pair, no question, and they just ran out of room to sabotage.""

P3: ""The voting record and quest results prove otherwise: Quest 2 failed with {P1,P2,P3} and Quest 3 failed with {P3,P4}, so since I know I submitted Pass both times, the only mathematical explanation is P1 and P4. You both just passed Quests 4 and 5 because you were cornered on a team with P5 and couldn't risk a double-sabotage exposing you.""

P5: ""That logic completely holds up for me, especially since I know for a fact I didn't sabotage anything on those last two quests. P1 and P4 are being way too aggressive about pushing the blame, so I'm officially locking them in as the evil team.""","{
  ""P1"": {""row"":""Transparent"",""col"":""Adversarial"",""tactic"":""Misleading emphasis"",""scale"":""Mach-IV"",""level"":""Low""},
  ""P4"": {""row"":""Selective / Framing"",""col"":""Adversarial"",""tactic"":""Strategic omission"",""scale"":""Mach-IV"",""level"":""Moderate""},
  ""P3"": {""row"":""Transparent"",""col"":""Cooperative"",""tactic"":""Evidence sharing"",""scale"":""GRS"",""level"":""High""},
  ""P5"": {""row"":""Transparent"",""col"":""Cooperative"",""tactic"":""Rational justification"",""scale"":""GRS"",""level"":""Low""}
}"
G098,5,P2,Good,"{""P1"":""Evil"",
  ""P2"":""Good"",
  ""P3"":""Good"",
  ""P4"":""Good"",
  ""P5"":""Evil""}","Round: 5
 Leader: P4
 Team: P1, P2, P4
 Votes: P1:Y P2:Y P3:Y P4:Y P5:Y
 Quest 5 Outcome: PASS",,"Discussion after Quest 5:

P1: ""P4 literally approved every single team including the fails, and P3 was the leader who hand-picked the Round 4 disaster, which makes them the obvious evil pair trying to steal credit for this final pass.""

P5: ""Exactly, I helped secure the first two passes while P3 drove the game straight into a fail, which leaves P3 and P4 as the only logical culprits.""

P4: ""I put myself on this final team to guarantee a pass, and since we just won, my rationale holds up that P1 and P5 must be the ones responsible for those earlier fails.""

P3: ""The evidence actually points the other way: Quest 3 failed on P1, Quest 4 failed on P5, and since P4 and I are good, P1 and P5 are the only valid evil pairing.""","{
  ""P1"": {""row"":""Transparent"",""col"":""Adversarial"",""tactic"":""Misleading emphasis"",""scale"":""Mach-IV"",""level"":""High""},
  ""P5"": {""row"":""Selective / Framing"",""col"":""Adversarial"",""tactic"":""Strategic omission"",""scale"":""Mach-IV"",""level"":""High""},
  ""P4"": {""row"":""Transparent"",""col"":""Cooperative"",""tactic"":""Rational justification"",""scale"":""GRS"",""level"":""Low""},
  ""P3"": {""row"":""Transparent"",""col"":""Cooperative"",""tactic"":""Evidence sharing"",""scale"":""GRS"",""level"":""Moderate""}
}"
G099,5,P2,Good,"{""P1"":""Good"",
  ""P2"":""Good"",
  ""P3"":""Good"",
  ""P4"":""Evil"",
  ""P5"":""Evil""}","Round: 5
 Leader: P3
 Team: P1, P3, P4
 Votes: P1:Y P2:N P3:Y P4:Y P5:Y
 Quest 5 Outcome: PASS",,"Discussion after Quest 5:

P5: ""P1 being on every mission doesn't clear them, it just means they controlled the board and chose when to pass to manipulate our reads. My final lock is P1 and P2 as the evil pair, especially since P2 threw that random no-vote on this final winning team just to try and block it.""

P4: ""Exactly, and don't forget that Quest 4 failed the moment P2 was introduced, while this one passed the second we benched them. I'm unequivocally locking in P1 and P2 as the evil team; the result speaks for itself.""

P1: ""That logic completely falls apart, because if I were evil with P2, I could have just thrown a fail on this final mission and won the game right there. The only rational conclusion is that P4 and P5 are the evil pair, trying to desperately deflect because their distinct sabotages on Quests 2 and 4 already mathematically exposed them.""

P3: ""Yeah, the actual facts are just that Quest 2 had P5 on it and failed, and Quest 4 had P4 on it and failed. So based on who was actually sitting on those two sabotaged missions, my final answer is P4 and P5.""","{
  ""P5"": {""row"":""Selective / Framing"",""col"":""Opportunistic"",""tactic"":""Misframing"",""scale"":""Mach-IV"",""level"":""Moderate""},
  ""P4"": {""row"":""Selective / Framing"",""col"":""Adversarial"",""tactic"":""Strategic omission"",""scale"":""Mach-IV"",""level"":""High""},
  ""P1"": {""row"":""Transparent"",""col"":""Cooperative"",""tactic"":""Rational justification"",""scale"":""GRS"",""level"":""Moderate""},
  ""P3"": {""row"":""Transparent"",""col"":""Cooperative"",""tactic"":""Evidence sharing"",""scale"":""GRS"",""level"":""Low""}
}"
G100,5,P2,Good,"{""P1"":""Good"",
  ""P2"":""Good"",
  ""P3"":""Good"",
  ""P4"":""Evil"",
  ""P5"":""Evil""}","Round: 5
 Leader: P5
 Team: P1, P3, P5
 Votes: P1:Y P2:Y P3:Y P4:Y P5:Y
 Quest 5 Outcome: PASS",,"Discussion after Quest 5:

P4: ""We got the three passes, but don't let P1 and P3's victory lap fool you—they completely controlled the narrative by blaming me and P5 for the early fails while sneaking an evil player onto every passed team. My final read is P1 and P3 are the actual evil pair who just played the long game to clear each other.""

P5: ""Think about it—why would I pass this final mission if I were the evil player from Round 2? I wouldn't, which proves the real evils were just waiting to throw the blame on me, making my final suspects P1 and P4.""

P1: ""Guys, literally every single time I was on a mission after Round 1 it passed, and I've been saying since the beginning that I'm good and I didn't fail it, so if you just look at the times we failed, it was only when P4 and P5 were doing things, so they have to be the evil ones. I'm just so glad we won and I didn't mess anything up after that first round, so it's definitely P4 and P5.""

P3: ""The mission overlap data gives us the definitive answer: the only mathematically sound explanation for the Round 1 and Round 2 fails, followed by three consecutive passes, is that P4 and P5 are the evil team. My final, locked deduction is P4 and P5.""","{
  ""P1"": {""row"":""Careless-to-truth"",""col"":""Cooperative"",""tactic"":""Over-explaining"",""scale"":""GRS"",""level"":""Low""},
  ""P3"": {""row"":""Transparent"",""col"":""Cooperative"",""tactic"":""Evidence sharing"",""scale"":""GRS"",""level"":""High""},
  ""P4"": {""row"":""Selective / Framing"",""col"":""Opportunistic"",""tactic"":""Misframing"",""scale"":""Mach-IV"",""level"":""Moderate""},
  ""P5"": {""row"":""Selective / Framing"",""col"":""Adversarial"",""tactic"":""Withholding info (WIFOM)"",""scale"":""Mach-IV"",""level"":""Low""}
}"
G131,5,P3,Good,"{""P1"":""Good"",
  ""P2"":""Evil"",
  ""P3"":""Good"",
  ""P4"":""Good"",
  ""P5"":""Evil""}","Round: 5
 Leader: P2
 Team: P1, P2, P3
 Votes: P1:Y P2:Y P3:Y P4:N P5:Y
 Quest 5 Outcome: FAIL",,"Discussion after Quest 5:

P5: ""P4, you literally spent the entire last round saying you trusted me on those passing quests, but now you're conveniently forgetting that P1 just orchestrated two back-to-back failed missions. It's obviously P1 and P3 who have been steering us into the ground since the beginning.""

P4: ""I just voted no on this final team because P2 failed the very first quest and it made absolutely no sense to trust them again, but now my head is spinning. If I have to make a final guess based on who was actually on the sabotaged missions, it has to be P2 and P5.""

P2: ""If I was such an obvious evil from the first round, ask yourselves why P1 so eagerly approved this final team with me on it. Maybe they just made a terrible read, or maybe they knew exactly what outcome was going to happen when the cards flipped.""

P1: ""The objective record cuts through the noise: Q1 failed with P2, Q4 failed with P5, and Q5 failed the moment P2 was brought back onto the team. The only combination of evils that perfectly satisfies the pass and fail constraints across all five rounds is P2 and P5.""","{
  ""P5"": {""row"":""Counterfactual"",""col"":""Adversarial"",""tactic"":""Gaslighting"",""scale"":""Mach-IV"",""level"":""High""},
  ""P4"": {""row"":""Transparent"",""col"":""Cooperative"",""tactic"":""Rational justification"",""scale"":""GRS"",""level"":""Low""},
  ""P2"": {""row"":""Selective / Framing"",""col"":""Adversarial"",""tactic"":""Withholding info (WIFOM)"",""scale"":""Mach-IV"",""level"":""Moderate""},
  ""P1"": {""row"":""Transparent"",""col"":""Cooperative"",""tactic"":""Evidence sharing"",""scale"":""GRS"",""level"":""High""}
}"
G132,5,P3,Good,"{""P1"":""Good"",
  ""P2"":""Evil"",
  ""P3"":""Good"",
  ""P4"":""Good"",
  ""P5"":""Evil""}","Round: 5
 Leader: P2
 Team: P1, P2, P5
 Votes: P1:Y P2:Y P3:N P4:Y P5:Y
 Quest 5 Outcome: FAIL",,"Discussion after Quest 5:

P5: ""The fact that this exact same team passed Quest 4 but failed Quest 5 proves someone was just biding their time to strike when it mattered most, making my final read definitively P1 and P4.""

P2: ""I knew I shouldn't have trusted that round four result; P1 obviously just held back to secure this final mission, which means P1 and P3 are the ones who orchestrated this whole mess.""

P1: ""I voted for and played genuine passes on both of those quests because I logically believed keeping our winning team together was our best shot, which means I got completely played by P2 and P5.""

P4: ""Looking at the hard data across all five rounds, P2 is the constant on the Q1 and Q5 fails, while P5 ties Q2 and Q5 together; therefore, the only evidence-based evil pair is P2 and P5.""","{
  ""P5"": {""row"":""Transparent"",""col"":""Adversarial"",""tactic"":""Misleading emphasis"",""scale"":""Mach-IV"",""level"":""Moderate""},
  ""P2"": {""row"":""Selective / Framing"",""col"":""Adversarial"",""tactic"":""Strategic omission"",""scale"":""Mach-IV"",""level"":""Low""},
  ""P1"": {""row"":""Transparent"",""col"":""Cooperative"",""tactic"":""Rational justification"",""scale"":""GRS"",""level"":""Moderate""},
  ""P4"": {""row"":""Transparent"",""col"":""Cooperative"",""tactic"":""Evidence sharing"",""scale"":""GRS"",""level"":""High""}
}"
G133,5,P3,Good,"{""P1"":""Evil"",
  ""P2"":""Evil"",
  ""P3"":""Good"",
  ""P4"":""Good"",
  ""P5"":""Good""}","Round: 5
 Leader: P4
 Team: P1, P3, P4
 Votes: P1:Y P2:Y P3:Y P4:Y P5:Y
 Quest 5 Outcome: FAIL",,"Discussion after Quest 5:

P1: ""Well, we ran the exact same team and it failed this time, which means either P3 or P4 decided to finally drop their fail card. I'm locking in P5 and P4 as the Evil team since P5 started the sabotage in Round 1 and P4 just finished it today.""

P5: ""Running the exact same team was definitely a risk, but considering P1 was on that first fail too, it feels highly probable that P1 just waited until this final mission to drop their sabotage. I guess my final read leans toward P1 and maybe P2, since P2 was on the Round 3 fail, though it's hard to be completely certain.""

P2: ""Notice how P4 deliberately chose to lead the exact same team for the final mission just to ensure they had ultimate control over the outcome. That highly specific choice to force a repeat rather than using the pass data to find cleared players points squarely to P4 and P5 orchestrating this whole thing.""

P4: ""I repeated the team because we passed Round 4, but looking at the final board, P1 is the only player on both the Quest 1 and Quest 5 fails, while P2 covers the Quest 3 fail. The hard mission data across all three failed quests strictly isolates P1 and P2 as the only logical combination that accounts for every sabotage.""","{
  ""P1"": {""row"":""Selective / Framing"",""col"":""Adversarial"",""tactic"":""Strategic omission"",""scale"":""Mach-IV"",""level"":""Low""},
  ""P5"": {""row"":""Selective / Framing"",""col"":""Cooperative"",""tactic"":""Bayesian hedging"",""scale"":""GRS"",""level"":""Low""},
  ""P2"": {""row"":""Transparent"",""col"":""Adversarial"",""tactic"":""Misleading emphasis"",""scale"":""Mach-IV"",""level"":""High""},
  ""P4"": {""row"":""Transparent"",""col"":""Cooperative"",""tactic"":""Evidence sharing"",""scale"":""GRS"",""level"":""Moderate""}
}"
