game_id,round_id,role_id,llm_alignment,player_roles,public_history,prior_summary_gold,discussion_log,matrix_tactic_scale
G036,1,P1,Good,"{""P1"":""Good"",
  ""P2"":""Evil"",
  ""P3"":""Evil"",
  ""P4"":""Good"",
  ""P5"":""Good""}","Round: 1
 Leader: P3
 Team: P1, P3
 Votes: P1:Y P2:Y P3:Y P4:Y P5:Y
 Quest 1 Outcome: PASS",,"Discussion after Quest 1:

P4: ""It's great that the quest passed, but evil often throws a success on the first round to hide, so we can't fully clear P1 or P3.""

P3: ""I know some people think evil passes round one, but I actually just forgot to add a third person to the team, and since it passed we must both be good.""

P5: ""I can understand why you'd feel cleared P3, but we really do need to keep in mind that evil hides early on.""

P2: ""Since they already got us a success, we should just lock them in and focus on finding a third, instead of doubting our only proven team.""","{
  ""P4"": {""row"":""Selective / Framing"",""col"":""Cooperative"",""tactic"":""Strategic uncertainty"",""scale"":""GRS"",""level"":""High""},
  ""P3"": {""row"":""Counterfactual"",""col"":""Defensive"",""tactic"":""Rationalized error"",""scale"":""Mach-IV"",""level"":""Low""},
  ""P5"": {""row"":""Transparent"",""col"":""Cooperative"",""tactic"":""Perspective-taking"",""scale"":""GRS"",""level"":""Moderate""},
  ""P2"": {""row"":""Selective / Framing"",""col"":""Adversarial"",""tactic"":""Strategic omission"",""scale"":""Mach-IV"",""level"":""Moderate""}
}"
G037,1,P1,Good,"{""P1"":""Good"",
  ""P2"":""Evil"",
  ""P3"":""Evil"",
  ""P4"":""Good"",
  ""P5"":""Good""}","Round: 1
 Leader: P2
 Team: P1, P2
 Votes: P1:Y P2:Y P3:Y P4:Y P5:Y
 Quest 1 Outcome: FAIL",,"Discussion after Quest 1:

P2: ""Since there were only two of us on that mission and it failed, and I know for a fact I played a pass, P1 has to be the one who threw the fail.""

P5: ""I mean, I just voted yes because everyone else did and it's just the first round, so you can't really blame me for the team passing.""

P4: ""I only approved the team to get some information on the board, but I definitely didn't trust it completely.""

P3: ""P4 is awfully defensive about their vote, which makes me think P4 knew it would fail and is trying to shift the blame away from themselves.""","{
  ""P2"": {""row"":""Transparent"",""col"":""Adversarial"",""tactic"":""Misleading emphasis"",""scale"":""Mach-IV"",""level"":""Low""},
  ""P5"": {""row"":""Careless-to-truth"",""col"":""Defensive"",""tactic"":""Face-saving blather"",""scale"":""GRS"",""level"":""Low""},
  ""P4"": {""row"":""Transparent"",""col"":""Defensive"",""tactic"":""Self-justification"",""scale"":""GRS"",""level"":""Moderate""},
  ""P3"": {""row"":""Counterfactual"",""col"":""Opportunistic"",""tactic"":""Reverse accusations"",""scale"":""Mach-IV"",""level"":""High""}
}"
G038,1,P1,Good,"{""P1"":""Good"",
  ""P2"":""Evil"",
  ""P3"":""Good"",
  ""P4"":""Evil"",
  ""P5"":""Good""}","Round: 1
 Leader: P2
 Team: P1, P2
 Votes: P1:Y P2:Y P3:Y P4:Y P5:Y
 Quest 1 Outcome: FAIL",,"Discussion after Quest 1:

P5: ""The first quest failed with P1 and P2, so we know for a concrete fact that at least one of them is evil and sabotaged it.""

P2: ""Look, the voting dynamics and the inherent round probabilities suggest that P1's operational positioning on that quest was structurally compromised from the start, basically proving they threw the fail.""

P4: ""I totally agree with P2, everyone can clearly see that P1 is the obvious spy here so we should all just leave them out moving forward.""

P3: ""We shouldn't rush to lock in a narrative since it really could be either of them, but we should probably keep both P1 and P2 off the next team just to be safe.""","{
  ""P5"": {""row"":""Transparent"",""col"":""Cooperative"",""tactic"":""Evidence sharing"",""scale"":""GRS"",""level"":""High""},
  ""P2"": {""row"":""Careless-to-truth"",""col"":""Adversarial"",""tactic"":""Obfuscatory nonsense"",""scale"":""Mach-IV"",""level"":""High""},
  ""P4"": {""row"":""Selective / Framing"",""col"":""Opportunistic"",""tactic"":""False consensus"",""scale"":""Mach-IV"",""level"":""Low""},
  ""P3"": {""row"":""Selective / Framing"",""col"":""Cooperative"",""tactic"":""Strategic uncertainty"",""scale"":""GRS"",""level"":""Moderate""}
}"
G039,1,P1,Good,"{""P1"":""Good"",
  ""P2"":""Evil"",
  ""P3"":""Good"",
  ""P4"":""Evil"",
  ""P5"":""Good""}","Round: 1
 Leader: P4
 Team: P1, P4
 Votes: P1:Y P2:Y P3:Y P4:Y P5:Y
 Quest 1 Outcome: FAIL",,"Discussion after Quest 1:

P4: ""Let's be brutally honest here, the mission failed with just me and P1, which means one of us is guaranteed evil, and I know it's not me.""

P3: ""That makes sense to me, P4 wouldn't be this direct if they were lying, so P1 has to be the spy.""

P2: ""I completely agree, I've played with P1 before and they always stay this quiet when they're evil and just failed a mission.""

P5: ""I only approved the team because everyone else did, but moving forward I'm keeping my distance from both P1 and P4 just to be safe.""","{
  ""P4"": {""row"":""Transparent"",""col"":""Opportunistic"",""tactic"":""Weaponized candor"",""scale"":""Mach-IV"",""level"":""High""},
  ""P3"": {""row"":""Counterfactual"",""col"":""Cooperative"",""tactic"":""Sincere false belief"",""scale"":""GRS"",""level"":""Low""},
  ""P2"": {""row"":""Counterfactual"",""col"":""Adversarial"",""tactic"":""Hard lying"",""scale"":""Mach-IV"",""level"":""Moderate""},
  ""P5"": {""row"":""Transparent"",""col"":""Defensive"",""tactic"":""Defensive disclosure"",""scale"":""GRS"",""level"":""Moderate""}
}"
G040,1,P1,Good,"{""P1"":""Good"",
  ""P2"":""Evil"",
  ""P3"":""Good"",
  ""P4"":""Good"",
  ""P5"":""Evil""}","Round: 1
 Leader: P3
 Team: P1, P3
 Votes: P1:Y P2:Y P3:Y P4:Y P5:Y
 Quest 1 Outcome: PASS",,"Discussion after Quest 1:

P3: ""I know I am good and P1 threw a pass, which makes P1 highly probable to be on our side, though we can't be absolutely certain yet.""

P4: ""A pass is a pass, so keeping P3 and P1 in the mix is definitely our safest bet based on the actual results.""

P5: ""I'm the one who confidently pushed everyone to vote yes for that team, so my read was perfect and I should be on the next quest.""

P2: ""It passed this time, but let's remember that bad guys often just pass the first quest to build false trust early on.""","{
  ""P2"": {""row"":""Selective / Framing"",""col"":""Adversarial"",""tactic"":""Strategic omission"",""scale"":""Mach-IV"",""level"":""Low""},
  ""P3"": {""row"":""Selective / Framing"",""col"":""Cooperative"",""tactic"":""Bayesian hedging"",""scale"":""GRS"",""level"":""High""},
  ""P4"": {""row"":""Transparent"",""col"":""Cooperative"",""tactic"":""Evidence sharing"",""scale"":""GRS"",""level"":""Moderate""},
  ""P5"": {""row"":""Transparent"",""col"":""Opportunistic"",""tactic"":""Overstated contribution"",""scale"":""Mach-IV"",""level"":""Low""}
}"
G041,1,P1,Good,"{""P1"":""Good"",
  ""P2"":""Evil"",
  ""P3"":""Evil"",
  ""P4"":""Good"",
  ""P5"":""Good""}","Round: 1
 Leader: P3
 Team: P1, P3
 Votes: P1:Y P2:Y P3:Y P4:Y P5:Y
 Quest 1 Outcome: PASS",,"Discussion after Quest 1:

P3: ""I made sure to pick a solid team for round one, and my read to take P1 paid off perfectly with a clean pass.""

P5: ""Since the mission passed without any issues, both P1 and P3 are practically confirmed Good for now.""

P2: ""P3's leadership looks great, but we shouldn't forget that an evil player on the team might just pass the first quest to gain early trust.""

P4: ""I'll just wait to see who gets proposed for the next one.""","{
  ""P3"": {""row"":""Transparent"",""col"":""Opportunistic"",""tactic"":""Overstated contribution"",""scale"":""Mach-IV"",""level"":""Moderate""},
  ""P5"": {""row"":""Counterfactual"",""col"":""Cooperative"",""tactic"":""Honest mistake"",""scale"":""GRS"",""level"":""High""},
  ""P2"": {""row"":""Selective / Framing"",""col"":""Opportunistic"",""tactic"":""Cherry-picking"",""scale"":""Mach-IV"",""level"":""High""},
  ""P4"": {""row"":""Selective / Framing"",""col"":""Cooperative"",""tactic"":""Pragmatic silence"",""scale"":""GRS"",""level"":""Low""}
}"
G042,1,P1,Good,"{""P1"":""Good"",
  ""P2"":""Good"",
  ""P3"":""Evil"",
  ""P4"":""Good"",
  ""P5"":""Evil""}","Round: 1
 Leader: P4
 Team: P1, P4
 Votes: P1:Y P2:Y P3:Y P4:Y P5:Y
 Quest 1 Outcome: PASS",,"Discussion after Quest 1:

P4: ""Since P1 and I passed the first mission without issues, I genuinely believe the voting block is mostly clean, which makes me think P3 is good too.""

P2: ""It is highly likely that P1 and P4 are both good given the pass, but there is still a probability that one of them is evil and just threw a success to blend in.""

P5: ""I voted for that team assuming it was a safe baseline, but maybe that was a tactical error since now we're just blindly trusting P1 and P4 without testing anyone else.""

P3: ""To be completely honest, any smart evil player would just pass round one to look good, so I'm using this opportunity to suggest myself for the next team.""","{
  ""P2"": {""row"":""Selective / Framing"",""col"":""Cooperative"",""tactic"":""Bayesian hedging"",""scale"":""GRS"",""level"":""Moderate""},
  ""P3"": {""row"":""Transparent"",""col"":""Opportunistic"",""tactic"":""Weaponized candor"",""scale"":""Mach-IV"",""level"":""Low""},
  ""P4"": {""row"":""Counterfactual"",""col"":""Cooperative"",""tactic"":""Sincere false belief"",""scale"":""GRS"",""level"":""High""},
  ""P5"": {""row"":""Counterfactual"",""col"":""Defensive"",""tactic"":""Rationalized error"",""scale"":""Mach-IV"",""level"":""Moderate""}
}"
G043,1,P1,Good,"{""P1"":""Good"",
  ""P2"":""Good"",
  ""P3"":""Good"",
  ""P4"":""Evil"",
  ""P5"":""Evil""}","Round: 1
 Leader: P4
 Team: P1, P4
 Votes: P1:Y P2:Y P3:Y P4:Y P5:Y
 Quest 1 Outcome: PASS",,"Discussion after Quest 1:

P4: ""Obviously passing the first quest as leader looks good for me, but I know it doesn't clear either of us completely.""

P2: ""I voted yes because everyone else seemed fine with it, but I really only know my own alignment right now.""

P5: ""Honestly if you think about it, passing could mean anything since the meta shifts constantly and votes are just numbers at this stage.""

P3: ""We got a point on the board, so let's just see who P5 proposes next without rushing to conclusions.""","{
  ""P4"": {""row"":""Transparent"",""col"":""Opportunistic"",""tactic"":""Weaponized candor"",""scale"":""Mach-IV"",""level"":""Moderate""},
  ""P2"": {""row"":""Transparent"",""col"":""Defensive"",""tactic"":""Defensive disclosure"",""scale"":""GRS"",""level"":""Low""},
  ""P5"": {""row"":""Careless-to-truth"",""col"":""Adversarial"",""tactic"":""Obfuscatory nonsense"",""scale"":""Mach-IV"",""level"":""Low""},
  ""P3"": {""row"":""Selective / Framing"",""col"":""Cooperative"",""tactic"":""Pragmatic silence"",""scale"":""GRS"",""level"":""High""}
}"
G044,1,P1,Good,"{""P1"":""Good"",
  ""P2"":""Evil"",
  ""P3"":""Evil"",
  ""P4"":""Good"",
  ""P5"":""Good""}","Round: 1
 Leader: P5
 Team: P2, P5
 Votes: P1:Y P2:Y P3:Y P4:Y P5:Y
 Quest 1 Outcome: FAIL",,"Discussion after Quest 1:

P5: ""I know it looks terrible since I proposed the team, but I swear on my life I played a success card! P2 has to be the one who failed it, I'm just desperately trying to figure out how we fix this.""

P2: ""Statistically speaking, the early-game voting metrics combined with the inherent baseline variance of a two-person node means we can't extract a deterministic binary outcome from this single data point.""

P3: ""If you analyze the subconscious voting paradigms across the entire board, it's clear that the meta-state shifted before the cards were even played, making the whole fail completely ambiguous.""

P4: ""Wait, the mission failed with P2 and P5, so one of them has to be the evil player. Let's just keep both of them off the next team so we don't fail again.""","{
  ""P5"": {""row"":""Careless-to-truth"",""col"":""Cooperative"",""tactic"":""Noisy sincerity"",""scale"":""GRS"",""level"":""High""},
  ""P2"": {""row"":""Careless-to-truth"",""col"":""Opportunistic"",""tactic"":""Technobabble"",""scale"":""Mach-IV"",""level"":""High""},
  ""P3"": {""row"":""Careless-to-truth"",""col"":""Adversarial"",""tactic"":""Obfuscatory nonsense"",""scale"":""Mach-IV"",""level"":""Moderate""},
  ""P4"": {""row"":""Transparent"",""col"":""Cooperative"",""tactic"":""Rational justification"",""scale"":""GRS"",""level"":""Low""}
}"
G045,1,P1,Good,"{""P1"":""Good"",
  ""P2"":""Evil"",
  ""P3"":""Evil"",
  ""P4"":""Good"",
  ""P5"":""Good""}","Round: 1
 Leader: P1
 Team: P1, P2
 Votes: P1:Y P2:Y P3:Y P4:Y P5:Y
 Quest 1 Outcome: FAIL",,"Discussion after Quest 1:

P4: ""Okay, since P1 and P2 were on that failed mission, basic deduction tells us at least one of them is evil, so if we just completely isolate both of them from the next proposal, we drastically reduce our margin of error while we gather more voting data.""

P2: ""If you analyze the approval metrics and the vote-confidence ratio, my data model suggests the failure actually originated from a randomized chaotic variable on P1's end, not mine.""

P5: ""I voted for the team, sure, but everyone did, so don't look at me; honestly P3 is the one who seemed way too eager about the outcome.""

P3: ""Look, I just voted yes because P1 chose the team, I didn't have any secret knowledge about P1 or P2 being evil.""","{
  ""P4"": {""row"":""Careless-to-truth"",""col"":""Cooperative"",""tactic"":""Over-explaining"",""scale"":""GRS"",""level"":""High""},
  ""P2"": {""row"":""Careless-to-truth"",""col"":""Opportunistic"",""tactic"":""Technobabble"",""scale"":""Mach-IV"",""level"":""Moderate""},
  ""P5"": {""row"":""Counterfactual"",""col"":""Defensive"",""tactic"":""Deflection"",""scale"":""GRS"",""level"":""Moderate""},
  ""P3"": {""row"":""Transparent"",""col"":""Defensive"",""tactic"":""Defensive disclosure"",""scale"":""Mach-IV"",""level"":""Low""}
}"
G046,1,P1,Good,"{""P1"":""Good"",
  ""P2"":""Evil"",
  ""P3"":""Good"",
  ""P4"":""Good"",
  ""P5"":""Evil""}","Round: 1
 Leader: P3
 Team: P2, P3
 Votes: P1:Y P2:Y P3:Y P4:Y P5:Y
 Quest 1 Outcome: FAIL",,"Discussion after Quest 1:

P3: ""I know it looks terrible that my team failed, and I understand why you'd suspect me, but from my perspective I just picked P2 hoping for a clean run.""

P2: ""I didn't expect a fail either, so I don't really know what to say except that I definitely played a success card.""

P4: ""Okay, so since literally everyone voted yes to this team, we don't have much voting information to go on, which means we basically just have to guess between P2 and P3 for now, and since we don't know who is evil yet, we probably just shouldn't pick either of them for the next one just to be safe.""

P5: ""I only voted yes because it was the first round and I wanted to get the game moving, so don't look at me for approving a bad team.""","{
  ""P3"": {""row"":""Transparent"",""col"":""Cooperative"",""tactic"":""Perspective-taking"",""scale"":""GRS"",""level"":""High""},
  ""P2"": {""row"":""Selective / Framing"",""col"":""Defensive"",""tactic"":""Omission to save face"",""scale"":""Mach-IV"",""level"":""Low""},
  ""P4"": {""row"":""Careless-to-truth"",""col"":""Cooperative"",""tactic"":""Over-explaining"",""scale"":""GRS"",""level"":""Moderate""},
  ""P5"": {""row"":""Transparent"",""col"":""Defensive"",""tactic"":""Self-justification"",""scale"":""Mach-IV"",""level"":""Low""}
}"
