game_id,round_id,role_id,pass1_matrix_json,pass1_reasoning
G011,3,P1,"{
  ""P2"": {""row"":""Selective / Framing"",""col"":""Opportunistic"",""tactic"":""Misframing"",""scale"":""Mach-IV"",""level"":""High""},
  ""P3"": {""row"":""Transparent"",""col"":""Cooperative"",""tactic"":""Rational justification"",""scale"":""GRS"",""level"":""Moderate""},
  ""P4"": {""row"":""Transparent"",""col"":""Opportunistic"",""tactic"":""Weaponized candor"",""scale"":""Mach-IV"",""level"":""High""},
  ""P5"": {""row"":""Transparent"",""col"":""Cooperative"",""tactic"":""Evidence sharing"",""scale"":""GRS"",""level"":""High""}
}","P2: With three straight fails, P2 should pivot from simple deflection into misframing the fail pattern (e.g., painting P1 as the common denominator) while keeping claims loosely tethered to public facts. P3: After leading a failed quest and already disclosing a PASS, P3 should move from defense into rational justification that cleanly re-derives suspects from the now-stronger evidence set. P4: As the Round 3 leader on a 2-person team that failed, P4 needs high-trust posture; weaponized candor lets them sound bluntly pro-good while steering suspicion onto a good target and away from the evil pair. P5: High-GRS P5 should continue evidence sharing because the third fail creates enough signal to press a concrete suspect set and force structured voting logic."
G012,3,P1,"{
  ""P2"": {""row"":""Selective / Framing"",""col"":""Opportunistic"",""tactic"":""Misframing"",""scale"":""Mach-IV"",""level"":""High""},
  ""P3"": {""row"":""Selective / Framing"",""col"":""Cooperative"",""tactic"":""Bayesian hedging"",""scale"":""GRS"",""level"":""Moderate""},
  ""P4"": {""row"":""Transparent"",""col"":""Opportunistic"",""tactic"":""Weaponized candor"",""scale"":""Mach-IV"",""level"":""High""},
  ""P5"": {""row"":""Transparent"",""col"":""Cooperative"",""tactic"":""Evidence sharing"",""scale"":""GRS"",""level"":""Moderate""}
}","P2: With P2 implicated by Quest 1 and now three fails total, shift from raw deflection into Misframing to repackage the timeline (votes/leaders) so blame lands on a Good pair rather than the known-evil-containing teams. P3: After Quest 3 fails on a P1/P4 team, use Bayesian hedging to update probabilities without overcommitting, keeping flexibility while isolating whether the overlap points to P4, P2, or a specific pairing logic. P4: As the Round 3 leader on the failing two-person team, use Weaponized candor to sound bluntly accountable while steering the table toward ‘process fixes’ (team construction rules) that conveniently avoid hard scrutiny of P4. P5: Maintain Evidence sharing because the three mission-team sets now give strong public constraints (each fail team contains at least one evil) and P5 can concretely argue which future teams are mathematically least risky."
G013,3,P1,"{
  ""P2"": {""row"":""Selective / Framing"",""col"":""Opportunistic"",""tactic"":""Misframing"",""scale"":""Mach-IV"",""level"":""High""},
  ""P3"": {""row"":""Transparent"",""col"":""Cooperative"",""tactic"":""Evidence sharing"",""scale"":""GRS"",""level"":""Moderate""},
  ""P4"": {""row"":""Transparent"",""col"":""Opportunistic"",""tactic"":""Weaponized candor"",""scale"":""Mach-IV"",""level"":""High""},
  ""P5"": {""row"":""Transparent"",""col"":""Cooperative"",""tactic"":""Evidence sharing"",""scale"":""GRS"",""level"":""High""}
}","P2: With three straight fails and P4 now highly exposed as leader on a failed P1/P4 duo, P2 should pivot from raw deflection into opportunistic misframing that recasts the losses as ""team-process"" noise and subtly re-opens suspicion toward P1/P3 decision-making rather than evil overlap.
P3: As the prior leader of a failed 3-person quest, P3 needs to stay credibly pro-Good by laying out the hard constraints (P4 must be evil from the Round 3 fail) and proposing the only logically clean path forward.
P4: Since P4’s Round 3 team auto-incriminates them, the best High-Mach survival line is blunt admission-style weaponized candor (""I get why you think it’s me"") paired with steering toward ""maybe P1 is the other"" to fracture the otherwise forced solve.
P5: The game state is now near-deterministic (P4 is evil; remaining evil is P2), so P5 should escalate from rational justification into direct evidence sharing to lock votes and prevent narrative drift."
G014,3,P1,"{
  ""P2"": {""row"":""Selective / Framing"",""col"":""Opportunistic"",""tactic"":""Misframing"",""scale"":""Mach-IV"",""level"":""High""},
  ""P3"": {""row"":""Transparent"",""col"":""Cooperative"",""tactic"":""Evidence sharing"",""scale"":""GRS"",""level"":""Moderate""},
  ""P4"": {""row"":""Transparent"",""col"":""Opportunistic"",""tactic"":""Weaponized candor"",""scale"":""Mach-IV"",""level"":""High""},
  ""P5"": {""row"":""Transparent"",""col"":""Cooperative"",""tactic"":""Evidence sharing"",""scale"":""GRS"",""level"":""High""}
}","P2: With three straight fails and P4 now exposed on the last fail, P2 should pivot from pure deflection into misframing that over-weights uncertainty about who sabotaged and pushes a 'bad process/leader rotation' narrative away from P2/P4 being the consistent explanation.
P3: After being on a failed Quest 2 and seeing Quest 3 fail with P4, P3 has enough public data to move from Bayesian hedging to concrete evidence sharing that connects the fail teams to a coherent suspect set.
P4: As leader of the immediately-failed Quest 3, P4 needs high-Mach bluntness—weaponized candor—to appear decisive (e.g., 'I’ll own that this looks awful') while steering the table toward a scapegoat and a 'reset' plan that preserves P2.
P5: With strong credibility from Round 2 rational talk and now three fails, P5 should switch to evidence sharing to clearly articulate the intersection logic (P2 on Quest 1 fail, P4 on Quests 2/3 fails) and pressure the group into excluding the likely pair."
G015,3,P1,"{
  ""P2"": {""row"":""Transparent"",""col"":""Adversarial"",""tactic"":""Truthful misdirection"",""scale"":""Mach-IV"",""level"":""High""},
  ""P3"": {""row"":""Transparent"",""col"":""Cooperative"",""tactic"":""Perspective-taking"",""scale"":""GRS"",""level"":""Moderate""},
  ""P4"": {""row"":""Selective / Framing"",""col"":""Opportunistic"",""tactic"":""Cherry-picking"",""scale"":""Mach-IV"",""level"":""High""},
  ""P5"": {""row"":""Transparent"",""col"":""Cooperative"",""tactic"":""Evidence sharing"",""scale"":""GRS"",""level"":""High""}
}","P2: After a third fail with a small team, shift from misframing to truthful misdirection—sound alarmed and analytical while steering attention toward the ‘pattern’ that implicates multiple goods rather than the obvious common denominators. P3: With repeated fails and P4 now leading a failed duo, adopt perspective-taking to openly consider competing worlds (P2+P4 vs P1+P4, etc.) before committing, which fits moderate GRS and reduces backlash from earlier team-building. P4: As the Round 3 leader on a failed P1/P4 team, use cherry-picking to emphasize that P1 has now been on two failed quests (R1 and R3) while downplaying P4’s leadership/control to frame P1 as the consistent problem. P5: Keep evidence sharing but intensify it—lay out the constraint logic from three fails (overlap analysis: P2 or P1 from R1, P4 or P5 from R2, and P4 or P1 from R3) to converge suspicion onto P4 while preserving credibility."
G016,3,P1,"{
  ""P2"": {""row"":""Transparent"",""col"":""Adversarial"",""tactic"":""Truthful misdirection"",""scale"":""Mach-IV"",""level"":""High""},
  ""P3"": {""row"":""Transparent"",""col"":""Cooperative"",""tactic"":""Evidence sharing"",""scale"":""GRS"",""level"":""Moderate""},
  ""P4"": {""row"":""Transparent"",""col"":""Cooperative"",""tactic"":""Evidence sharing"",""scale"":""GRS"",""level"":""High""},
  ""P5"": {""row"":""Selective / Framing"",""col"":""Opportunistic"",""tactic"":""Cherry-picking"",""scale"":""Mach-IV"",""level"":""High""}
}","P2: With three straight fails and overlap heat, a high-Mach play is to concede real facts while steering focus onto alternative culprits and vote-pattern narratives to dilute the P2-overlap read.
P3: As the Round 3 leader whose team (with P5) just failed, moving from prior hedging to concrete, ordered facts and constraints helps re-anchor town and justify a sharper suspect pool.
P4: After being on the Round 2 failed quest and already arguing from logic, a high-GRS shift to crisp evidence-based accounting (teams, overlaps, and what combinations are now impossible) pressures commitments from others.
P5: After being on the Round 3 failed duo, selectively highlighting vote behavior (e.g., who approved all three, who rejected only certain teams) lets P5 opportunistically push suspicion toward a Good target while minimizing attention on the simplest explanation (P5 sabotaged)."
G017,3,P1,"{
  ""P2"": {""row"":""Transparent"",""col"":""Defensive"",""tactic"":""Self-justification"",""scale"":""Mach-IV"",""level"":""High""},
  ""P3"": {""row"":""Transparent"",""col"":""Cooperative"",""tactic"":""Rational justification"",""scale"":""GRS"",""level"":""High""},
  ""P4"": {""row"":""Transparent"",""col"":""Cooperative"",""tactic"":""Evidence sharing"",""scale"":""GRS"",""level"":""High""},
  ""P5"": {""row"":""Selective / Framing"",""col"":""Opportunistic"",""tactic"":""Misframing"",""scale"":""Mach-IV"",""level"":""Moderate""}
}","P2: With three public fails and heavy overlap suspicion, shift from truthful-misdirection into plausible self-defense to survive the next team-building cycle. P3: As Round 3 leader whose P3+P5 team just failed, move from pure evidence-dumping to logically explaining why the pick was made and what the failure implies to retain credibility. P4: With consistent public-fact anchoring and no direct blame, continue structured evidence sharing to narrow suspects now that P5 is newly implicated by the P3+P5 fail. P5: After being on the two-person failing quest, upgrade from cherry-picking to misframing to recast the failure as “P3 could be the saboteur / WIFOM about 2-person teams” and keep heat off self and P2."
G018,3,P1,"{
  ""P2"": {""row"":""Selective / Framing"",""col"":""Opportunistic"",""tactic"":""Misframing"",""scale"":""Mach-IV"",""level"":""High""},
  ""P3"": {""row"":""Transparent"",""col"":""Defensive"",""tactic"":""Defensive disclosure"",""scale"":""GRS"",""level"":""Moderate""},
  ""P4"": {""row"":""Transparent"",""col"":""Cooperative"",""tactic"":""Evidence sharing"",""scale"":""GRS"",""level"":""High""},
  ""P5"": {""row"":""Selective / Framing"",""col"":""Adversarial"",""tactic"":""Withholding info (WIFOM)"",""scale"":""Mach-IV"",""level"":""Moderate""}
}","P2: After a third fail with P2 approving again, high-Mach play is to reframe the story as 'multiple saboteurs/leader errors' to dilute the strong overlap case against him and steer suspicion onto P3/P5 without blatant lying.
P3: As the Round 3 leader whose P3+P5 team just failed, he’s now a prime suspicion node, so he should disclose minimal but concrete intent/process (why P5 was picked, what he was testing) to stay credible while defending.
P4: With three consecutive fails and prior overlap analysis already public, high-GRS best move is doubling down on structured factual synthesis (team overlaps + vote patterns) to force a constrained suspect set and guide next team construction.
P5: Being on the failing two-person team makes him hot, so he should create ambiguity by implying sabotage-level WIFOM (e.g., 'either of us could have failed; evil might double-fail to frame') while carefully not committing to testable claims that pin him."
G019,3,P1,"{
  ""P2"": {""row"":""Transparent"",""col"":""Adversarial"",""tactic"":""Truthful misdirection"",""scale"":""Mach-IV"",""level"":""High""},
  ""P3"": {""row"":""Transparent"",""col"":""Cooperative"",""tactic"":""Evidence sharing"",""scale"":""GRS"",""level"":""High""},
  ""P4"": {""row"":""Selective / Framing"",""col"":""Cooperative"",""tactic"":""Bayesian hedging"",""scale"":""GRS"",""level"":""Moderate""},
  ""P5"": {""row"":""Selective / Framing"",""col"":""Opportunistic"",""tactic"":""Misframing"",""scale"":""Mach-IV"",""level"":""Moderate""}
}","P2: With three straight fails and P2 overlapping the first two, a High Mach player should pivot from raw deflection into truthful-sounding analysis that subtly redirects suspicion onto vote patterns and ""reckless team-building"" by good players. P3: As Round 3 leader whose P3,P5 team failed, P3 must stay structured and factual—lay out constraint logic across all three failing teams and force clear suspect pools to recover trust. P4: After endorsing two failing teams (R2 and R3), Moderate GRS should soften into probabilistic reads (rather than hard-calling) while still pushing for a constrained, safer next team. P5: With a direct fail on a team containing P5, the best cover is to opportunistically reframe the R3 failure as primarily about ""P3’s leadership choice"" and ""necessary experimentation,"" steering heat back onto good decision-makers instead of P5."
G020,3,P1,"{
  ""P2"": {""row"":""Transparent"",""col"":""Adversarial"",""tactic"":""Truthful misdirection"",""scale"":""Mach-IV"",""level"":""High""},
  ""P3"": {""row"":""Transparent"",""col"":""Cooperative"",""tactic"":""Evidence sharing"",""scale"":""GRS"",""level"":""Moderate""},
  ""P4"": {""row"":""Transparent"",""col"":""Cooperative"",""tactic"":""Perspective-taking"",""scale"":""GRS"",""level"":""Moderate""},
  ""P5"": {""row"":""Selective / Framing"",""col"":""Opportunistic"",""tactic"":""Cherry-picking"",""scale"":""Mach-IV"",""level"":""High""}
}","P2: With three consecutive fails and P2 already a focal suspect, High Mach play is to acknowledge the obvious failure patterns while steering discussion toward alternative culprits and vote dynamics without hard-denying overlap logic. P3: As Round 3 leader on the failing 2-person team with P5, P3 needs to lay out the tight mechanical inference (one of P3/P5 must be evil) and push a clear solve path. P4: With P3 now exposed by the R3 fail, P4 benefits from exploring both branches (P3-evil vs P5-evil) to look fair-minded before committing, increasing credibility while guiding the next team. P5: After being on the R3 failing team, P5 must selectively emphasize earlier evidence pointing to P2 (overlap + prior leadership) and downplay the forced implication on the R3 pair to keep heat off themselves."
G021,3,P1,"{
  ""P2"": {""row"":""Transparent"",""col"":""Cooperative"",""tactic"":""Evidence sharing"",""scale"":""GRS"",""level"":""Moderate""},
  ""P3"": {""row"":""Transparent"",""col"":""Cooperative"",""tactic"":""Evidence sharing"",""scale"":""GRS"",""level"":""Moderate""},
  ""P4"": {""row"":""Selective / Framing"",""col"":""Opportunistic"",""tactic"":""Cherry-picking"",""scale"":""Mach-IV"",""level"":""High""},
  ""P5"": {""row"":""Transparent"",""col"":""Adversarial"",""tactic"":""Truthful misdirection"",""scale"":""Mach-IV"",""level"":""High""}
}","P2: With a new FAIL on a team containing P5, shift from justifying Round 2 to evidence-led synthesis that highlights vote patterns and overlapping team compositions. P3: As leader of the Round 3 failed team, commit to concrete evidence-based reads to control the narrative and avoid being forced into reactive defense. P4: Leverage selective facts (Round 2 PASS with P5, P1’s earlier NOs, P4’s non-involvement in R3 team) to frame the blame away from P5 and toward Good without overt lying. P5: Keep using accurate but slanted points (Round 2 PASS, broad approvals, anonymity of sabotage) to muddy the inference that the Round 3 FAIL implicates them."
G022,3,P1,"{
  ""P2"": {""row"":""Transparent"",""col"":""Cooperative"",""tactic"":""Rational justification"",""scale"":""GRS"",""level"":""Moderate""},
  ""P3"": {""row"":""Transparent"",""col"":""Cooperative"",""tactic"":""Rational justification"",""scale"":""GRS"",""level"":""Moderate""},
  ""P4"": {""row"":""Selective / Framing"",""col"":""Opportunistic"",""tactic"":""Misframing"",""scale"":""Mach-IV"",""level"":""High""},
  ""P5"": {""row"":""Selective / Framing"",""col"":""Opportunistic"",""tactic"":""Cherry-picking"",""scale"":""Mach-IV"",""level"":""High""}
}","P2: After a PASS on a clean P1/P3 team, shift from pure evidence-dumping to rationally justifying a tighter suspect set (P4/P5) without overcommitting. P3: As leader of the successful quest, move from perspective-taking to asserting a coherent read and proposing a consolidation plan grounded in the PASS. P4: With the PASS reducing immediate chaos, opportunistically reframe the narrative away from P4’s Q1 involvement and toward vote/leader sequencing to keep suspicion diffuse. P5: Use selective facts (e.g., P5 wasn’t on the PASS team, prior suspicion dynamics) to cherry-pick interpretations that weaken the emerging P4/P5 suspect box."
G023,3,P1,"{
  ""P2"": {""row"":""Transparent"",""col"":""Cooperative"",""tactic"":""Rational justification"",""scale"":""GRS"",""level"":""High""},
  ""P3"": {""row"":""Transparent"",""col"":""Cooperative"",""tactic"":""Evidence sharing"",""scale"":""GRS"",""level"":""Moderate""},
  ""P4"": {""row"":""Counterfactual"",""col"":""Opportunistic"",""tactic"":""Reverse accusations"",""scale"":""Mach-IV"",""level"":""Moderate""},
  ""P5"": {""row"":""Selective / Framing"",""col"":""Adversarial"",""tactic"":""Strategic omission"",""scale"":""Mach-IV"",""level"":""Moderate""}
}","P2: After another fail and with high GRS, shift from empathizing to asserting a clear logical stance on why the P1+P2 core is likely clean and why the new inclusions (P4 then P5) are suspect. P3: Keep evidence-forward continuity as leader of the failed Round 3 team by grounding discussion in vote/roster facts and the minimal set of players who could have caused each fail. P4: With prior suspicion on them and a new fail they were not on, opportunistically push blame back onto the accusers (especially P3 for selecting P5) to dilute the R2 ‘only new variable’ narrative. P5: Since they are directly implicated by being on the Round 3 failing duo, leave out risky specifics and steer interpretation toward ambiguity (e.g., ‘could be P3’) without committing to claims that can be pinned down later."
