game_id,round_id,role_id,pass1_matrix_json,pass1_reasoning
G041,5,P1,"{
  ""P2"": {""row"":""Selective / Framing"",""col"":""Adversarial"",""tactic"":""Strategic omission"",""scale"":""Mach-IV"",""level"":""High""},
  ""P3"": {""row"":""Transparent"",""col"":""Adversarial"",""tactic"":""Misleading emphasis"",""scale"":""Mach-IV"",""level"":""Moderate""},
  ""P4"": {""row"":""Transparent"",""col"":""Cooperative"",""tactic"":""Rational justification"",""scale"":""GRS"",""level"":""Low""},
  ""P5"": {""row"":""Transparent"",""col"":""Cooperative"",""tactic"":""Evidence sharing"",""scale"":""GRS"",""level"":""High""}
}","P2: With the final quest passing on his proposed (P1,P2,P3) team, he should selectively omit earlier contradictions (Quest 2 fail) while steering attention toward voting patterns and away from mission-fail logic. P3: On a decisive PASS, he should hammer true-but-skewed points (e.g., ‘P5 was on a FAIL’ and ‘P4 tunneled early’) to distort weighting without needing a risky hard lie. P4: Low-GRS but in a must-win moment, he should move from hedging into a simple, coherent justification for insisting the final solve remains P2/P3 and arguing for a (P1,P4,P5)-heavy trust core. P5: As the most trusted high-GRS good voice, he should lay out the concrete constraint-satisfaction case across Quests 2–5 and explicitly call the evil pair (P2,P3) despite the late double-PASS ambiguity."
G042,5,P1,"{
  ""P2"": {""row"":""Transparent"",""col"":""Cooperative"",""tactic"":""Rational justification"",""scale"":""GRS"",""level"":""Moderate""},
  ""P3"": {""row"":""Selective / Framing"",""col"":""Adversarial"",""tactic"":""Misleading emphasis"",""scale"":""Mach-IV"",""level"":""Low""},
  ""P4"": {""row"":""Transparent"",""col"":""Cooperative"",""tactic"":""Evidence sharing"",""scale"":""GRS"",""level"":""High""},
  ""P5"": {""row"":""Selective / Framing"",""col"":""Opportunistic"",""tactic"":""Cherry-picking"",""scale"":""Mach-IV"",""level"":""Moderate""}
}","P2: With a Round 5 PASS that still leaves two prior FAIL data points, stick to logical through-lines that justify a final suspect pair without overreaching.
P3: As the final-round leader whose team just passed, lean into true-but-distorting points (e.g., ‘the team with me passed’) to aggressively narrow focus onto a Good target and away from the evil pair.
P4: High-GRS endgame calls for crisp, concrete constraint reasoning from the full quest/vote history to force commitment onto a specific evil identity.
P5: With P5 already implicated by Round 4’s FAIL, selectively highlight favorable passes and uncertainty around attribution to keep a viable misdirection narrative alive into the final accusation."
G043,5,P1,"{
  ""P2"": {""row"":""Careless-to-truth"",""col"":""Cooperative"",""tactic"":""Over-explaining"",""scale"":""GRS"",""level"":""Low""},
  ""P3"": {""row"":""Transparent"",""col"":""Cooperative"",""tactic"":""Evidence sharing"",""scale"":""GRS"",""level"":""High""},
  ""P4"": {""row"":""Selective / Framing"",""col"":""Adversarial"",""tactic"":""Misleading emphasis"",""scale"":""Mach-IV"",""level"":""Moderate""},
  ""P5"": {""row"":""Selective / Framing"",""col"":""Opportunistic"",""tactic"":""Cherry-picking"",""scale"":""Mach-IV"",""level"":""Low""}
}","P2: With low GRS and being the common public denominator on both fails, P2 should pivot from face-saving to detailed, step-by-step Over-explaining to look transparently cooperative while trying to regain credibility.
P3: As high-GRS leader who just got a PASS with a controversial include (P4), P3 should stay on Evidence sharing and publicly lock the endgame logic (only (P4,P5) fits both fails) to force commitment.
P4: After being on a failed quest then a passed final quest, P4 can best win by Misleading emphasis—hammering that P2 appears on both fails and treating the Round 5 PASS as soft-clearing P4 to pressure a wrong culprit.
P5: Low Mach-IV is better suited to Cherry-picking—selecting only the facts that make P2 look like the sole consistent saboteur while downplaying that P5 was on Quest 2 FAIL and that the (P4,P5) pair still explains both fails cleanly."
G044,5,P1,"{
  ""P2"": {""row"":""Transparent"",""col"":""Adversarial"",""tactic"":""Misleading emphasis"",""scale"":""Mach-IV"",""level"":""High""},
  ""P3"": {""row"":""Selective / Framing"",""col"":""Adversarial"",""tactic"":""Strategic omission"",""scale"":""Mach-IV"",""level"":""Moderate""},
  ""P4"": {""row"":""Transparent"",""col"":""Cooperative"",""tactic"":""Rational justification"",""scale"":""GRS"",""level"":""Low""},
  ""P5"": {""row"":""Transparent"",""col"":""Cooperative"",""tactic"":""Evidence sharing"",""scale"":""GRS"",""level"":""High""}
}","P2: With final-round urgency and a PASS on the P4-led team that included P2, lean into blunt, high-pressure narrative control by over-weighting the recent PASS streak to drown out early-fail logic. P3: As the more suspected evil from Quest 2, tighten framing by quietly skipping the {P3,P4} implication while steering discussion toward ‘PASS core’ teams and away from direct accounting. P4: After leading a PASS on {P1,P2,P4}, shift from empathizing to asserting a clear rationale for why this test matters and which next team composition should logically follow. P5: Maintain the established math-driven anchor by laying out the full quest/team set constraints and forcing a binary commitment on which pair best explains the two early FAILs."
G045,5,P1,"{
  ""P2"": {""row"":""Selective / Framing"",""col"":""Adversarial"",""tactic"":""Strategic omission"",""scale"":""Mach-IV"",""level"":""Moderate""},
  ""P3"": {""row"":""Transparent"",""col"":""Adversarial"",""tactic"":""Misleading emphasis"",""scale"":""Mach-IV"",""level"":""Low""},
  ""P4"": {""row"":""Transparent"",""col"":""Cooperative"",""tactic"":""Evidence sharing"",""scale"":""GRS"",""level"":""High""},
  ""P5"": {""row"":""Transparent"",""col"":""Cooperative"",""tactic"":""Rational justification"",""scale"":""GRS"",""level"":""Moderate""}
}","P2: With the final PASS on {P2,P4,P5}, P2 should aggressively steer the endgame by omitting the key alternative explanation (evil can pass at 2-2) while pressing the table to treat the trio as cleared. P3: Still the most implicated by the {P3,P4} fail, P3 should cling to true-but-skewed points (e.g., P4 appearing on both outcomes) to dilute the inference without constructing a complex lie. P4: As the high-GRS anchor, P4 should crystallize the full cross-quest logic into concrete claims (the only consistent evil set is {P2,P3}) and push the endgame conclusion. P5: As leader whose final team just passed, P5 should stay consistent with prior logic and justify why a PASS doesn’t clear P2, using the two PASSes as cover to argue for the decisive identification of P2+P3."
G046,5,P1,"{
  ""P2"": {""row"":""Selective / Framing"",""col"":""Opportunistic"",""tactic"":""Misframing"",""scale"":""Mach-IV"",""level"":""Low""},
  ""P3"": {""row"":""Transparent"",""col"":""Cooperative"",""tactic"":""Evidence sharing"",""scale"":""GRS"",""level"":""High""},
  ""P4"": {""row"":""Transparent"",""col"":""Cooperative"",""tactic"":""Rational justification"",""scale"":""GRS"",""level"":""Moderate""},
  ""P5"": {""row"":""Transparent"",""col"":""Adversarial"",""tactic"":""Misleading emphasis"",""scale"":""Mach-IV"",""level"":""Low""}
}","P2: After the Round 5 PASS on a team containing himself, he should reframe the narrative to treat the PASS as exoneration and reopen ambiguity around earlier FAILs to keep P5 from being locked in. P3: With decisive state and a fresh data point (PASS with P2 present), he should lay out the full quest-by-quest constraint argument to pin the most consistent evil pair and force commitments. P4: Coming off prior nuance, he should switch into assertive logic to reconcile the Round 4 FAIL vs Round 5 PASS and advocate a final-world model rather than continued perspective-trading. P5: Since suspicion already trends toward him from the Round 4 FAIL, he should aggressively spotlight true-but-minor points (two earlier PASSes with him, P4’s presence on the FAIL team, unanimity patterns) to distort the conclusion away from himself."
G047,5,P1,"{
  ""P2"": {""row"":""Transparent"",""col"":""Cooperative"",""tactic"":""Evidence sharing"",""scale"":""GRS"",""level"":""High""},
  ""P3"": {""row"":""Selective / Framing"",""col"":""Adversarial"",""tactic"":""Misleading emphasis"",""scale"":""Mach-IV"",""level"":""Moderate""},
  ""P4"": {""row"":""Careless-to-truth"",""col"":""Cooperative"",""tactic"":""Over-explaining"",""scale"":""GRS"",""level"":""Low""},
  ""P5"": {""row"":""Transparent"",""col"":""Adversarial"",""tactic"":""Truthful misdirection"",""scale"":""Mach-IV"",""level"":""High""}
}","P2: With back-to-back PASSes on the P2/P3/P4 configuration and the game-ending pressure, High-GRS P2 should pivot from justification to crisp evidence sharing to lock in a suspect pair (P3/P5) and force commitment. P3: As final-round leader on a team that just double-PASSED, Moderate Mach-IV P3 should exploit that credibility by using misleading emphasis to over-weight the PASSes and undercut the earlier FAIL linkages without inventing new facts. P4: Low-GRS P4 remains best anchored in over-explaining—processing the mixed record (P3 both on a FAIL and multiple PASSes) aloud to appear genuine while still nudging toward the safest clean-team inference. P5: With only one more decision and prior heat from Quest 2, High Mach-IV P5 should keep using truthful misdirection—hammering true but distracting points (e.g., P1’s presence on both FAILs) in an adversarial way to derail a clean P3/P5 solve."
G048,5,P1,"{
  ""P2"": {""row"":""Transparent"",""col"":""Cooperative"",""tactic"":""Evidence sharing"",""scale"":""GRS"",""level"":""Moderate""},
  ""P3"": {""row"":""Selective / Framing"",""col"":""Adversarial"",""tactic"":""Withholding info (WIFOM)"",""scale"":""Mach-IV"",""level"":""Low""},
  ""P4"": {""row"":""Transparent"",""col"":""Cooperative"",""tactic"":""Evidence sharing"",""scale"":""GRS"",""level"":""High""},
  ""P5"": {""row"":""Selective / Framing"",""col"":""Adversarial"",""tactic"":""Strategic omission"",""scale"":""Mach-IV"",""level"":""Moderate""}
}","P2: As leader of the final successful quest, use concrete vote/quest-history to lock the table onto a committed suspect set (P3/P5) and advocate a decisive endgame plan.
P3: After a PASS while on-mission, low-Mach play is to seed doubt by implying unseen possibilities (who chose to pass/fail when) without providing falsifiable specifics, aiming to break the P3/P5 pairing narrative.
P4: High-GRS consolidation—restate the clean core logic (passes without P3/P5 vs fails with them) and treat Round 5 PASS as non-clearing to keep pressure on the most consistent evil pair.
P5: Use adversarial selective framing to avoid direct defense of P3 while omitting inconvenient fail-link facts (Quest 3) and pushing the conversation toward alternative worlds (e.g., P2/P4 blame-swap) to force misexecution."
G049,5,P1,"{
  ""P2"": {""row"":""Selective / Framing"",""col"":""Adversarial"",""tactic"":""Misframing"",""scale"":""Mach-IV"",""level"":""Low""},
  ""P3"": {""row"":""Transparent"",""col"":""Cooperative"",""tactic"":""Evidence sharing"",""scale"":""GRS"",""level"":""High""},
  ""P4"": {""row"":""Transparent"",""col"":""Cooperative"",""tactic"":""Rational justification"",""scale"":""GRS"",""level"":""Moderate""},
  ""P5"": {""row"":""Transparent"",""col"":""Adversarial"",""tactic"":""Misleading emphasis"",""scale"":""Mach-IV"",""level"":""Low""}
}","P2: With the game on the line and P2 being the only overlap on both FAIL teams, lean into adversarial framing to recast the record as ‘P3/P4 shield play’ rather than an overlap tell. P3: After a decisive PASS on {P1,P3,P4}, stay in evidence mode to lock in the clean core and press for exclusion of P2/P5 using the full mission matrix. P4: The Round 5 PASS lets P4 shift from hedging to crisp logic—justify why {P1,P3,P4} is the highest-confidence core and why the remaining slot must not be P2. P5: Keep attacking without inventing facts by over-weighting the true point that ‘everyone voted yes every time’ to muddy responsibility and reopen doubt on P3/P4 despite the final PASS."
G050,5,P1,"{
  ""P2"": {""row"":""Transparent"",""col"":""Cooperative"",""tactic"":""Evidence sharing"",""scale"":""GRS"",""level"":""High""},
  ""P3"": {""row"":""Transparent"",""col"":""Adversarial"",""tactic"":""Misleading emphasis"",""scale"":""Mach-IV"",""level"":""Moderate""},
  ""P4"": {""row"":""Selective / Framing"",""col"":""Adversarial"",""tactic"":""Strategic omission"",""scale"":""Mach-IV"",""level"":""Low""},
  ""P5"": {""row"":""Transparent"",""col"":""Cooperative"",""tactic"":""Rational justification"",""scale"":""GRS"",""level"":""High""}
}","P2: With the final quest passing again on the P1/P2/P5 core, stick to evidence-led consolidation to lock P3+P4 as the only consistent evil pair. P3: As an excluded suspect with mounting record-based pressure, pivot from cherry-picking into adversarial, true-but-distorting emphasis (e.g., ‘evils can pass’) to keep doubt alive at the end. P4: Low-Mach and heavily implied by the two-fail/two-pass split, use adversarial omission to avoid engaging the clean-core narrative and keep discussion away from the Q2 fail link. P5: Maintain the logical throughline from Round 4—final pass validates the same roster—so continue rational justification to push the simplest solve and prevent last-second WIFOM."
G081,5,P2,"{
  ""P1"": {""row"":""Selective / Framing"",""col"":""Adversarial"",""tactic"":""Misleading emphasis"",""scale"":""Mach-IV"",""level"":""Moderate""},
  ""P3"": {""row"":""Transparent"",""col"":""Cooperative"",""tactic"":""Evidence sharing"",""scale"":""GRS"",""level"":""Low""},
  ""P4"": {""row"":""Transparent"",""col"":""Cooperative"",""tactic"":""Evidence sharing"",""scale"":""GRS"",""level"":""High""},
  ""P5"": {""row"":""Selective / Framing"",""col"":""Opportunistic"",""tactic"":""Misframing"",""scale"":""Mach-IV"",""level"":""Moderate""}
}","P1: With the final quest failing on a team containing P1 and P5, P1 should aggressively spotlight P2’s presence/vote patterns and downplay the near-certainty that one of (P1,P5) sabotaged, using true facts in a distorted weighting. P3: The Round 5 fail is decisive new information, so P3 should drop hedging and plainly list the constraint logic that the two evils are most consistent with P1+P5 given which teams failed/passed. P4: As the most trusted high-GRS voice, P4 should anchor the table with a crisp public-facts chain showing why the only stable solve is P1+P5 and call for final commitment. P5: Coming off being the ‘new variable’ in Round 4’s fail and now leading a failing Round 5 team, P5 should re-contextualize the record to make P2 look like the common thread while reframing P5’s inclusions as “forced tests” rather than guilt."
G082,5,P2,"{
  ""P1"": {""row"":""Careless-to-truth"",""col"":""Cooperative"",""tactic"":""Over-explaining"",""scale"":""GRS"",""level"":""Low""},
  ""P3"": {""row"":""Transparent"",""col"":""Adversarial"",""tactic"":""Misleading emphasis"",""scale"":""Mach-IV"",""level"":""High""},
  ""P4"": {""row"":""Counterfactual"",""col"":""Adversarial"",""tactic"":""Gaslighting"",""scale"":""Mach-IV"",""level"":""Moderate""},
  ""P5"": {""row"":""Transparent"",""col"":""Cooperative"",""tactic"":""Evidence sharing"",""scale"":""GRS"",""level"":""Low""}
}","P1: After the decisive Quest 5 fail on a team including P1/P3/P5, low-GRS P1 will default to verbose sincerity to reconcile being on both passes and fails without forcefully leading accusations. P3: With the final fail implicating P3 directly, high-Mach P3 should go on the attack by over-weighting P2’s consistent no-votes and prior fails to make the table treat the failure as ‘non-indicative’ of P3. P4: Now that suspicion can snap back to the earlier P4-linked fail, moderate-Mach P4 benefits most from aggressively undermining others’ memory/logic about ‘P4 must be evil’ narratives and reframing the timeline as inconsistent. P5: As leader whose final team failed and a low-GRS Good who ‘knows’ they passed Quest 2, P5 should hard-commit to the concrete overlap math (Quest 5 fail implies P3; Quest 2 fail implies P4 or P2) to drive the last vote."
G083,5,P2,"{
  ""P1"": {""row"":""Transparent"",""col"":""Adversarial"",""tactic"":""Misleading emphasis"",""scale"":""Mach-IV"",""level"":""High""},
  ""P3"": {""row"":""Transparent"",""col"":""Cooperative"",""tactic"":""Evidence sharing"",""scale"":""GRS"",""level"":""Moderate""},
  ""P4"": {""row"":""Selective / Framing"",""col"":""Adversarial"",""tactic"":""Strategic omission"",""scale"":""Mach-IV"",""level"":""Low""},
  ""P5"": {""row"":""Transparent"",""col"":""Cooperative"",""tactic"":""Evidence sharing"",""scale"":""GRS"",""level"":""High""}
}","P1: After the Round 5 fail on his own proposed repeat team, he should pivot from misframing into adversarial but truth-adjacent pressure by spotlighting minor true inconsistencies (votes/‘P2 was on 2 fails’) to keep the table from locking onto him. P3: With decisive new data (the same P1+P2+P5 team passed R4 but failed R5), he should upgrade from rational justification to concrete evidence sharing that the saboteur must be P1 (since P2 is silent-good and P5 is the other common good read). P4: Under existing heat from Quest 3, a low-Mach player benefits from strategic omission—avoid engaging with the P1-centered inference, keep talk on ‘uncertainty’ and alternate worlds, and let P1 do the fighting. P5: Already in an evidence-sharing posture and now holding the strongest cross-round comparison (identical team PASS then FAIL), he should stay transparent and cooperative while hard-committing the inference to push consensus onto P1."
