game_id,round_id,round_summary
G041,5,"Round 5 Summary:
Leader: P2 | Team: P1, P2, P3 | Vote: Approved; P4 and P5 voted no | Outcome: PASS

P2 and P3 used the two consecutive passes to argue that the real failures came from P4's Quest 2 leadership and P5's Quest 3 team, framing those players as the culprits trying to deflect blame. P5 countered by citing the fail records and pointing out that if P5 and P4 are good, only P2 and P3 fit both failures, while P4 reinforced suspicion of P2 and P3 as a coordinated pair who showed restraint after earlier scrutiny. The final divide solidified with P2/P3 defending their joint presence on successful quests against P4/P5's mathematical pairing argument, leaving the table split on whether the passes proved innocence or strategic Evil coordination."
G042,5,"Round 5 Summary:
Leader: P3 | Team: P1, P2, P3 | Vote: Approved (P4 voted no) | Outcome: PASS

P5 and P3 pivoted to accusing P1 and P4, arguing that P1's presence on all quests and P4's analytical framing was designed to deflect blame from themselves. P4 countered by citing the Quest 3 and Quest 4 failures to argue that P3 and P5 were the only consistent pair across both sabotages, while P2 supported this theory by noting that P3 was the new element in Quest 3's failure and P5 in Quest 4's. The endgame coalesced into a hard-line split: P3 and P5 insisted the evidence pointed to P1 and P4, while P2 and P4 maintained that P3 and P5 were the saboteurs trying to shift blame in the final moments."
G043,5,"Round 5 Summary:
Leader: P3 | Team: P1, P3, P4 | Vote: Unanimous | Outcome: PASS

P4 highlighted P2's presence on both failed quests and accused P2 and P5 as the pair, while P5 pointed to P2 and P3 using Quest 3's exclusion of P2 as suspicious. P3 countered by noting P3's clean record on Quest 3 and Quest 5, arguing the failures map to P4 and P5 each sabotaging once, and P2 defended at length, suggesting P4 and P5 orchestrated the blame onto P2 as the common member. The central tension remained P2's placement on both failures versus P4 and P5's individual appearances, with P3 and P2 aligning against P4 and P5's accusations."
G044,5,"Round 5 Summary:
Leader: P4 | Team: P1, P2, P4 | Vote: Unanimous | Outcome: PASS

P4 justified the passing team as a clean test excluding the Quest 1 suspects, then accused P3 and P5 based on their presence in early failures, while P2 argued that three consecutive passes including two with P2 aboard should outweigh one early fail and pointed to P5 and P4 as the real threats. P5 countered by citing the fail-set logic that one evil must come from Quest 1's {P2,P5} and one from Quest 2's {P1,P3,P4}, concluding P2 and P3 were responsible, while P3 dismissed late passes as strategically timed and maintained P4 and P5 were steering blame. The accusations hardened into two opposing camps: P4 and P5 targeting P3 (and each other's partner), versus P2 and P3 deflecting toward P4 and P5."
G045,5,"Round 5 Summary:
Leader: P5 | Team: P2, P4, P5 | Vote: Unanimous | Outcome: PASS

P3 argued the two consecutive passes cleared P2 and pointed to P4 as the common thread across both failures, while P2 insisted P1 and P4 were the overlaps that mattered and accused the table of over-reading Q3. P4 cited the failure patterns to argue P2 and P3 were the simplest pair satisfying both fails, and P5 agreed, reasoning that P2 and P3 were both on the Q2 pass that could have been a coordinated hold. The debate hardened into two competing theories—P3/P2 pushing blame toward P1/P4, versus P4/P5 naming P2/P3—with no consensus and each camp citing the same quest outcomes as proof of opposing conclusions."
G046,5,"Round 5 Summary:
Leader: P2 | Team: P1, P2, P3 | Vote: Approved (P4 voted no) | Outcome: PASS

P2 argued the Round 1 failure was more likely P3's responsibility and downplayed P5's involvement in the Round 4 fail, while P5 highlighted participation in three successful quests to deflect suspicion. P3 presented the public record to argue one saboteur from Round 1 (P2 or P3) and one from Round 4 (P4 or P5), ultimately pointing to P2 and P5 as the consistent pair, which P4 echoed by noting P2 repeatedly shifted blame to P3 while ignoring P5's role in the failed quest. The endgame debate solidified P2 and P5 as the primary suspects for P3 and P4, while P2 and P5 continued to redirect attention toward P3."
G047,5,"Round 5 Summary:
Leader: P3 | Team: P2, P3, P4 | Vote: Unanimous | Outcome: PASS

P5 argued P1 was the constant across both failed quests and named P1 and P2 as the pair, while P3 warned against over-crediting the final PASS and pointed to P1's presence on both fails plus P5's Round 2 leadership as evidence for P1 and P5. P4 mapped team compositions to outcomes and settled on P3 and P5, noting P3 may have withheld sabotage in Rounds 4 and 5 to avoid suspicion, while P2 walked through the full quest record and concluded P3 and P5 were the only pair consistent with both failures given P2 and P4's anchor to all three passes. The final accusations split between P1/P5 (from P3), P3/P5 (from P2 and P4), and P1/P2 (from P5), with P1 absorbing blame from multiple angles while P3 and P5 each deflected toward the other."
G048,5,"Round 5 Summary:
Leader: P2 | Team: P2, P3, P4 | Vote: Unanimous | Outcome: PASS

P3 argued that passing the final quest proved loyalty and redirected blame toward P2 and P4 for controlling votes, while P5 claimed P2 and P4 were the actual saboteurs framing P3 and P5. P2 countered that P3 only passed to avoid suspicion after sabotaging Quest 4, citing the pattern that quests failed only when P5 or P3 joined, and P4 reinforced this by pointing to the clean Quest 2 result from the P1-P2-P4 core. The round ended with P2 and P4 firmly united in accusing P3 and P5 based on quest failure timing, while P3 and P5 maintained their innocence by questioning the voting control dynamics."
G049,5,"Round 5 Summary:
Leader: P3 | Team: P1, P3, P4 | Vote: Unanimous | Outcome: PASS

P5 argued that the clean Q5 was a cover move and accused P3 and P4 of being responsible for Q4's failure, while P2 dismissed overlap logic as a framing trap and pointed to P3 and P5 instead. P3 and P4 both cited P2's presence on both failed quests (Q2 and Q4) as decisive evidence, with P3 and P4 converging on P2 and P5 as the pair. The round closed with P3 and P4 aligned in their accusations, while P2 and P5 each deflected blame onto different combinations that excluded themselves."
G050,5,"Round 5 Summary:
Leader: P2 | Team: P1, P2, P5 | Vote: Unanimous | Outcome: PASS

P3 argued that three consecutive passes allowed evil to hide within the safe-looking block and named P2 and P5, while P4 pointed to P3 and P2. P2 countered by citing the full quest record, noting that only P3 and P4 never appeared on any passing quest and each was uniquely present on a different failure, then named both as evil. P5 reinforced the pattern that avoiding the Q1/Q2 participants led to immediate success and dismissed attempts to blame P2 or P5 as inconsistent with three straight passes, solidifying consensus around P3 and P4 as the likely pair."
G081,5,"Round 5 Summary:
Leader: P5 | Team: P1, P2, P5 | Vote: Approved (P3 voted no) | Outcome: FAIL

P5 blamed P2 and P4 for the failures, arguing P2 appeared on both failed missions and P4 controlled the narrative, while P1 accused P2 and P5 by pointing to their presence across the failing rounds. P4 and P3 both cited the successful Rounds 2 and 3 to argue P1 and P5 were the pair responsible, with P4 walking through team overlaps to isolate P5 as the new variable in Round 4's fail and P1 as the constant from Round 1. The final clash left P2 isolated by some but defended by others, while P1 and P5 emerged as the dominant suspected pair."
G082,5,"Round 5 Summary:
Leader: P5 | Team: P1, P3, P5 | Vote: Approved (P2 voted no) | Outcome: FAIL

P3 blamed P2 and P5 for the failure, highlighting P2's consistent rejection of P1/P3 teams and the timing of P5's roster swap, while P4 reinforced this accusation by dismissing earlier quest patterns and stressing P2's failed quest participation. P5 countered by pointing to P3's presence on two failed quests and P4's overlap on Quest 2, declaring P3/P4 as the pair, and P1 hesitantly agreed with P3/P4 while acknowledging the confusion around P3's selective failing and P5's Quest 2 claim. Deep suspicion now centers on whether P3/P4 manipulated quest outcomes or P2/P5 coordinated the final sabotage, with P1 and P5 aligned against P3/P4 but P3 and P4 united in deflecting toward P2/P5."
G083,5,"Round 5 Summary:
Leader: P1 | Team: P1, P2, P5 | Vote: Unanimous | Outcome: FAIL

P1 deflected blame onto P3 by citing Quest 3's failure and P3's absence from Quest 4, while P4 pointed to P3's presence on both passing and failing quests as suspicious flexibility. P5 and P3 both countered by mapping the failure pattern directly to P1 as the common denominator across Quest 1 and Quest 5, with P5 adding that Quest 3's two-person structure implicated P4, and P3 arguing that P1's repeated blame-steering combined with P4's minimizing rhetoric revealed the pair. The round ended with a sharp division: P1 and P4 accused P3, while P3 and P5 converged on P1 and P4 as the pair, leaving P2 largely unmentioned and the group polarized along two competing failure-pattern narratives."
G084,5,"Round 5 Summary:
Leader: P1 | Team: P1, P2, P3 | Vote: Unanimous | Outcome: FAIL

P3 blamed P4 and P5 as the two evils, arguing P4 had been steering the narrative with convenient alternative explanations since Quest 3. P5 countered by pointing to Quest 3's failure on P3 and P4 as the only direct two-person evidence, while P4 and P1 both concluded P3 and P5 were guilty by citing P1 and P2's clean pairing in Quest 1 and arguing every subsequent failure occurred when either P3 or P5 joined the team. The final accusations split sharply: P3 and P5 each deflected blame onto P4, while P1 and P4 united behind accusing P3 and P5, creating a locked deadlock with no remaining consensus possible."
G085,5,"Round 5 Summary:
Leader: P3 | Team: P2, P3, P4 | Vote: Approved (only P5 voted no) | Outcome: FAIL

P3 and P4 accused P1 and P5 of being the pair responsible for all failures, with P3 claiming P1 appeared in both earlier failed quests and P4 arguing that P1 had been unfairly cleared by the Round 3 two-person pass. P1 and P5 countered by pointing to the quest records showing P3 and P4 each appeared on two failed missions, arguing this pattern identified them as the pair, while P3 and P4's coordinated final accusations against P1 and P5 reinforced P1 and P5's suspicion. The round ended with a clear factional split: P3 and P4 insisting P1 and P5 were responsible, while P1 and P5 maintained P3 and P4 were the culprits based on overlapping failure participation."
G086,5,"Round 5 Summary:
Leader: P2 | Team: P1, P2, P4 | Vote: Approved (P3 voted no) | Outcome: FAIL

P5 pointed to P1's presence on both failed quests to accuse P1 and P4, while P4 deflected by calling P1 and P3's coordinated logic ""lockstep"" and insisted they were the pair. P1 walked through the constraints systematically—arguing Q3's fail pins P5 and the P3→P4 swap from Q4 to Q5 pins P4—and P3 backed this reasoning, solidifying consensus around P4 and P5. The split left P4 isolated against the united front of P1, P2, and P3, with P5's attempt to shift blame failing to break their alignment."
G087,5,"Round 5 Summary:
Leader: P2 | Team: P2, P3, P4 | Vote: Unanimous | Outcome: FAIL

P5 deflected attention away from the failed quest by framing P1 and P3 as the most consistent across failures, while P3 countered by accusing P1 of approving every team and partnering P1 with P5. P4 presented a methodical case citing quest overlaps to argue P3 appeared on both different-core failures and paired P3 with P5, while P1 acknowledged being on two fails but used that same overlap logic to also land on P3 and P5. The round ended with P3 and P5 each facing accusations from multiple players, creating a tense standoff that will dominate final-round deliberations."
G088,5,"Round 5 Summary:
Leader: P1 | Team: P1, P4, P5 | Vote: Approved but P2 voted no | Outcome: FAIL

The failure of the same team that passed Round 4 ignited blame centered on P5, with P3 arguing P5 had motive to flip at the final moment and P4 citing P5 as the overlap between both failed quests. P5 pushed back by naming P1 and P3 as the pair, pointing to P1's presence on Quest 1's failure and P3's consistent deflection, while P1 blamed P2 and P5 for prolonged resistance and multiple fail overlaps. The endgame left P5 under heaviest suspicion from P3 and P4, while P5 and P2 remained aligned against P1 and P3, with no consensus emerging before the round closed."
G089,5,"Round 5 Summary:
Leader: P5 | Team: P1, P2, P5 | Vote: Unanimous | Outcome: FAIL

P5 accused P1 of controlling the endgame and named P1 and P3 as the pair, while P4 pointed to P1's presence on both failed bookend quests and questioned why P4 remained the default suspect after Quest 4 passed. P1 cited the quest record to argue P5 was the only player on two failed missions (Quests 3 and 5) plus a pass, identifying P5 and P4, while P3 agreed P5 was likely but hesitated between P1 and P4 for the second slot. The final accusations split sharply, with P5 and P4 deflecting toward P1 and P3, and P1 and P3 converging on P5 but diverging on the second name."
G090,5,"Round 5 Summary:
Leader: P4 | Team: P1, P2, P4 | Vote: Approved (P3 voted no) | Outcome: FAIL

P5 and P1 immediately blamed P4 and P2 for the failure, arguing P2's voting pattern and P4's leadership choices proved coordination between them. P4 countered by citing the quest failure record showing P1 appeared on two failed quests and P5 on one, declaring P1 and P5 definitively the two saboteurs, while P3 supported this conclusion by noting P1 and P5's aggressive deflection onto their accusers. The final failure cemented P4 and P3's alignment against P1 and P5, with P2 caught in competing blame narratives from both sides."
G091,5,"Round 5 Summary:
Leader: P1 | Team: P1, P2, P5 | Vote: Unanimous | Outcome: PASS

P3 and P4 both accused P1 and P5, arguing that P1 appeared on all passed quests by default and that P5 steered suspicion too aggressively without ever voting no, while P5 and P1 countered by pointing to the clear pattern that quests failed only when P3 or P4 were included and passed when the P1/P2/P5 core remained intact. P5 cited the quest outcomes as decisive evidence, while P3 and P4 focused on undermining P5's consistency and P1's assumed safety, leaving the group divided between defenders of the passing team and challengers questioning why the same players always controlled the narrative."
G092,5,"Round 5 Summary:
Leader: P2 | Team: P2, P3, P4 | Vote: Unanimous | Outcome: PASS

P4 argued that passing Quest 5 while on the team proved innocence since failing would have ended the game, then accused P5 and P3 of steering votes with math talk all game. P1 deflected attention from overlap evidence by claiming the conversation ignored who pushed narratives, naming P5 and possibly P3 as the pair, while P3 and P5 both reinforced that P1 appeared on both failed quests and cited P4's repeated defense of P1 as suspicious. The final accusations hardened into P1+P4 versus P3+P5, with P2's alignment now the pivotal question heading into endgame analysis."
G093,5,"Round 5 Summary:
Leader: P5 | Team: P1, P2, P5 | Vote: Approved (P4 voted no) | Outcome: PASS

P5 argued the quest pass proved P5 was not responsible for Round 4's failure and redirected suspicion toward players treated as default-safe, while P3 pointed out that P1 and P4 consistently steered blame despite P3 appearing on both failed quests alongside different players each time. P4 and P1 countered by citing the public record showing P3 as the only player on both failed missions, with P1 concluding P3 and P5 were the pair based on quest overlap. The debate solidified P3 as the primary suspect with P1 and P4 pressing the case against P3, while P5 and P3 attempted to shift focus onto their accusers."
G094,5,"Round 5 Summary:
Leader: P2 | Team: P1, P2, P5 | Vote: Approved (P3 voted no) | Outcome: PASS

P4 argued the same trio passing three times meant two evils hid among P1/P2/P5 and never needed to sabotage, while P3 pointed to P1's presence on Quest 1's failure and suggested P1 plus one other as the pair. P5 and P1 both countered by highlighting that every quest excluding P3 and P4 had passed, citing the Quest 1 and Quest 2 failures as evidence tying P3 and P4 to sabotage. The round ended with sharp division: P3 and P4 cast doubt on the trusted trio, while P1 and P5 solidified their accusation that P3 and P4 were responsible for both early fails."
G095,5,"Round 5 Summary:
Leader: P2 | Team: P1, P2, P3 | Vote: Unanimous | Outcome: PASS

P3 and P4 argued that P1 and P5 were the two evil players by framing them as loud accusers deflecting from their own failures, while P1 and P5 both used the quest outcome grid to point to P3 and P4 as the only pair that intersected both failed missions. The final round locked in a sharp divide: P3 and P4 united in accusing P1 and P5 of narrative manipulation, while P1 and P5 independently cited mechanical evidence that P3 and P4 must be the pair, leaving P2 as the swing voice with no clear emerging consensus."
G096,5,"Round 5 Summary:
Leader: P4 | Team: P1, P2, P4 | Vote: Approved (P3, P5 voted no) | Outcome: PASS

P4 argued the Round 1 failure implicates P5 and P3, claiming P3's logic scapegoats convenient targets while P5 has steered suspicion since the game's first fail, while P1 echoed this and accused P5 of coasting by redirecting heat after being on the two-person Quest 1 fail. P3 and P5 both countered by citing the Quest 3 pass (P2/P3) versus Quest 4 fail (P2/P3/P4) as definitive proof P4 is responsible, with P5 adding that P1's willingness to build trust on passes fits a deliberate strategy and P3 naming P4 and P1 outright. The final declarations locked into two camps: P4 and P1 insisting P5 and P3 are the pair, versus P3 and P5 insisting P4 and P1 are the pair, with P2's silence leaving the conflict unresolved."
G097,5,"Round 5 Summary:
Leader: P5 | Team: P1, P4, P5 | Vote: Unanimous | Outcome: PASS

P1 and P4 each pointed to their presence on successful quests to deflect suspicion, with P1 blaming P3 and P4, while P4 accused P3 and P2. P3 cited the quest failure patterns to argue P1 and P4 were the logical pair, noting that passing recent quests allowed them to avoid detection after already securing two fails. P5 endorsed P3's reasoning and locked in P1 and P4 as the culprits, framing the consecutive passes as coordinated restraint rather than proof of innocence, which created a clear consensus against P1 and P4 heading into endgame."
G098,5,"Round 5 Summary:
Leader: P4 | Team: P1, P2, P4 | Vote: Unanimous | Outcome: PASS

P1 argued the pass didn't clear anyone and accused P3 and P5, citing P3's consistent suspicion of P1 and P3's presence on the failed Quest 4, while P5 blamed P1 and P3 based on Quest 3's two-person fail and Quest 4's failure. P3 and P4 both concluded P1 and P5 were the pair, with P3 citing P1's presence on Quest 3 and P5's fit for Quest 4, and P4 calling out P1's deflection and P5's selective use of early passes as validation. The round ended with a clear divide: P1 and P5 pointing at others while P3 and P4 converged on accusing P1 and P5 as the pair responsible for both failures."
G099,5,"Round 5 Summary:
Leader: P3 | Team: P1, P3, P4 | Vote: Approved but P2 voted no | Outcome: PASS

P4 pointed to P2 and P5 as the pair responsible for both failures, citing their presence on the failed quests, while P5 accused P1 and P2 of being the common thread and suggested P4's inclusion on the successful mission was a cover strategy. P3 and P1 countered by citing Quest 3's clean pass with only P1 and P3, arguing that P4 and P5 each appeared on exactly one failed quest and that P4's participation in Round 5 was a deliberate late-game disguise. The table split into two opposing camps—P3 and P1 locked onto P4 and P5, while P4 and P5 each deflected blame onto P2 or P1—leaving P2's earlier no-vote and the conflicting evidence from Quests 2 and 4 as the lingering points of tension heading into endgame analysis."
G100,5,"Round 5 Summary:
Leader: P5 | Team: P1, P3, P5 | Vote: Unanimous | Outcome: PASS

P4 claimed the three passes were strategically timed sabotages and accused P1 and P5 as the pair, while P5 countered that P1 was the common denominator on the first fail and proposed P1 and P3 instead. P3 systematically argued that P4 and P5 satisfied both failed quests while P1 and P3's clean record in Quest 3 confirmed them as trustworthy, and P1 reinforced that every fail contained either P4 or P5. The final arguments crystallized into two competing narratives—P3 and P1 united against P4 and P5, while P4 and P5 each tried to split P1 from P3—leaving the group polarized heading into endgame."
G131,5,"Round 5 Summary:
Leader: P2 | Team: P1, P2, P3 | Vote: Approved (P4 voted no) | Outcome: FAIL

P5 accused P1 of orchestrating two consecutive failures and reminded P4 of their earlier trust, while P4 justified their no vote by pointing to P2's presence on the first failed quest and named P2 and P5 as their final suspects. P2 questioned why P1 would approve a team containing P2 if P2 were clearly suspicious, while P1 presented a systematic analysis of all five quests to argue that only P2 and P5's involvement explained the pattern of passes and failures. The final accusations crystalized around two competing theories: P5 and P2 blaming P1 and P3, versus P1 and P4 identifying P2 and P5 as the pair responsible for all sabotages."
G132,5,"Round 5 Summary:
Leader: P2 | Team: P1, P2, P5 | Vote: Approved (P3 voted no) | Outcome: FAIL

P5 pointed to the passing records of Q3 and Q4 to name P3 and P4 as the pair, while P2 echoed the same accusation and highlighted that P4 led the failed Q2. P4 and P1 both traced P2's presence across Q1 and Q5's failures and noted P5 appeared on both Q2 and Q5, arguing the pair strategically passed Q4 to create cover before forcing the final fail. The group split sharply between blaming the Q5 team versus blaming those who voted against it, with no emerging consensus before the game ended."
G133,5,"Round 5 Summary:
Leader: P4 | Team: P1, P3, P4 | Vote: Unanimous | Outcome: FAIL

P2 highlighted the pattern of P3 appearing on both failed quests and suggested the two passes were deliberate cover plays, while P1 accused P2 and P5 of being the pair and pointed to P5's Round 1 leadership and P2's convenient positioning. P4 cited the hard record showing P1 on two failures and P2 approving all failing teams, while P5 named P1 and P2 as the likeliest pair but acknowledged unease about P3's presence on all three failures. The debate crystallized into competing theories—P2 versus P3 as the second culprit alongside P1—with no clear consensus emerging and mutual accusations leaving trust fractured across the group."
G134,5,"Round 5 Summary:
Leader: P2 | Team: P2, P3, P4 | Vote: Unanimous | Outcome: FAIL

P1 accused P2 and P3 of being the saboteurs by highlighting their presence on the last two failed quests, and P4 supported this claim by invoking P4's presence on the successful Round 2 team. P2 countered by pointing to P1's participation in the failed Quests 3 and 4 and identifying P4 as the new addition to this failure, while P5 reinforced the likelihood that P1 was the initial saboteur in Round 3, making P1 and P4 the probable pair. The post-game debate solidified a sharp divide, with P1 and P4 blaming P2 and P3, while P2 and P5 pointed firmly at P1 and P4."
G135,5,"Round 5 Summary:
Leader: P3 | Team: P3, P4, P5 | Vote: Unanimous | Outcome: FAIL

P1 blamed P2 for voting yes on all quests including both prior fails and named P2 and P5 as the pair, while P5 pointed to P2's presence on two failed quests and added P1 as a second suspect due to P1's frequent mission participation. P4 methodically cross-referenced all three failed quests and identified P1 and P5 as the only pair appearing across all failures, while P2 defended the yes-votes as attempts to avoid blocking information-gathering teams and agreed P1 and P5 were most likely responsible. The round ended with P1 and P5 each deflecting onto P2 to fracture consensus, but P4's logical breakdown and P2's alignment with it created a clear endgame suspicion toward P1 and P5 as the pair."
G136,5,"Round 5 Summary:
Leader: P3 | Team: P2, P3, P4 | Vote: Unanimous | Outcome: FAIL

P2 argued the failure of the same trio that passed Quest 4 proved P1 was sabotaging, while P1 accused P4 of narrative manipulation and P5 of enabling early failures. P4 walked through the overlap logic across all failed quests to conclude P1 and P2 were the only consistent pairing, and P5 admitted confusion but agreed P1 and P2 appeared on too many failures to be innocent. Trust in P2 collapsed sharply after the repeat-team failure, with P4 and P5 now aligned against P1 and P2 despite P2's attempts to redirect blame."
G137,5,"Round 5 Summary:
Leader: P5 | Team: P1, P2, P5 | Vote: Approved (P3 voted no) | Outcome: FAIL

P5 pointed to P1 as the common factor across Quest 1 and Quest 5 failures and named P1 and P4 as the pair, while P4 argued that P1 and P2 had built a convenient narrative to frame P4 across multiple rounds. P2 and P1 both cited P4's presence on two failed quests and the Quest 2/3 passes by P2 and P3 to conclude P4 and P5 were responsible, with P1 emphasizing that P3's repeated no-votes aligned with P5's suspected sabotage. The final discussion solidified a sharp divide: P5 and P4 accused P1 (and P4 also accused P2), while P1 and P2 converged on P4 and P5, leaving P3's voting pattern as a lingering point of contention."
G138,5,"Round 5 Summary:
Leader: P4 | Team: P1, P2, P4 | Vote: Approved (P3 voted no) | Outcome: FAIL

P4 dismissed P1's quest participation record as narrative rather than evidence and accused P1 and P5 together, while P2 echoed the same P1/P5 pairing by claiming P1 approved contentious teams to soften his own exposure. P5 and P1 both countered by citing the full quest history to argue P2 and P4 were the only pair present across all three failures, with P5 calling P2 and P4's matching accusations coordinated. The round ended with a sharp division: P2 and P4 aligned against P1/P5, while P1 and P5 independently pointed to P2/P4 as the pair fitting all fail nodes."
G139,5,"Round 5 Summary:
Leader: P3 | Team: P2, P3, P5 | Vote: Unanimous | Outcome: FAIL

P1 argued that P5 farmed trust by appearing on every PASS before sabotaging the final quest, accusing P4 and P5 as the pair, while P5 and P4 countered by pointing to P1's presence on two failed quests and the Round 1 fail as definitive proof. P2 cited the Quest 3 failure to lock P1 as guilty and used the Quest 5 fail to implicate P5 as the second source, building a logical case that P4 echoed. The round solidified a consensus among P2, P4, and P5 against P1, with P1 isolated and P5 successfully deflecting blame onto the Round 1 narrative despite being the fresh suspect from the final failure."
